# Genome	Order	Family	Subfamily	Genus	Class	Virus Name	GenBank Accession Number	RefSeq Accession Number	Accession number used	Sequence description	Host
IV_+ssRNAviruses	Picornavirales	Secoviridae		Cheravirus	Secoviridae	Cherry rasp leaf virus	AJ621357, AJ621358	NC_006271, NC_006272	AJ621357, AJ621358	Cherry rasp leaf virus partial mRNA for putative protease cofactor (Pro-Co gene), helicase (hel gene), genome-linked viral protein (pVPg gene), protease (pro gene) & RNA-dependent RNA polymeras (RdRp gene), RNA1., Cherry rasp leaf virus mRNA for putative movement protein (MP gene), coat proteins VP25 (Vp25 gene), coat protein VP20 (Vp20 gene) & coat protein VP24 (Vp24 gene), RNA2.	plants
IV_+ssRNAviruses	Picornavirales	Secoviridae		Cheravirus	Secoviridae	Currant latent virus	KT692952, KT692953	NC_029038, NC_029036	KT692952, KT692953	Currant latent virus segment RNA1, complete sequence., Currant latent virus segment RNA2, complete sequence.	plants
IV_+ssRNAviruses	Picornavirales	Secoviridae		Sadwavirus	Secoviridae	Satsuma dwarf virus	AB009958, AB009959	NC_003785, NC_003786	AB009958, AB009959	Satsuma dwarf virus genomic RNA (RNA1) for polyprotein, complete cds., Satsuma dwarf virus genomic RNA (RNA2) for polyprotein, complete cds.	plants
IV_+ssRNAviruses	Picornavirales	Secoviridae		Torradovirus	Secoviridae	Carrot torradovirus 1	KF533719, KF533720	NC_025479, NC_025480	KF533719, KF533720	Carrot torradovirus 1 isolate CTV-1_RNA1_H6 polyprotein gene, complete cds., Carrot torradovirus 1 isolate CTV-1_RNA2_H6 ORF1 and polyprotein genes, complete cds.	plants
IV_+ssRNAviruses	Picornavirales	Secoviridae		Torradovirus	Secoviridae	Lettuce necrotic leaf curl virus	KC855266, KC855267	NC_035214, NC_035219	KC855266, KC855267	Lettuce necrotic leaf curl virus isolate 5317015 segment RNA1, complete sequence., Lettuce necrotic leaf curl virus isolate 5317015 segment RNA2, complete sequence.	plants
IV_+ssRNAviruses	Picornavirales	Secoviridae		Torradovirus	Secoviridae	Motherwort yellow mottle virus	KM229700, KM229701	NC_035218, NC_035220	KM229700, KM229701	Motherwort yellow mottle virus isolate AD01 segment RNA1, complete sequence., Motherwort yellow mottle virus isolate AD01 segment RNA2, complete sequence.	plants
IV_+ssRNAviruses	Picornavirales	Secoviridae		Torradovirus	Secoviridae	Squash chlorotic leaf spot virus	KU052530, KU052531	NC_035221, NC_035215	KU052530, KU052531	Squash chlorotic leaf spot virus isolate Su12-10 segment RNA1, complete sequence., Squash chlorotic leaf spot virus isolate Su12-10 segment RNA2, complete sequence.	plants
IV_+ssRNAviruses	Picornavirales	Secoviridae		Torradovirus	Secoviridae	Tomato marchitez virus	EF681764, EF681765	NC_010987, NC_010988	EF681764, EF681765	Tomato marchitez virus isolate PRI-TMarV0601 segment RNA1 polyprotein gene, complete cds., Tomato marchitez virus isolate PRI-TMarV0601 segment RNA2 hypothetical protein and polyprotein genes, complete cds.	plants
IV_+ssRNAviruses	Picornavirales	Secoviridae		Torradovirus	Secoviridae	Tomato necrotic dwarf virus	KC999058, KC999059	NC_027926, NC_027927	KC999058, KC999059	Tomato necrotic dwarf virus isolate R segment RNA1, complete sequence., Tomato necrotic dwarf virus isolate R segment RNA2, complete sequence.	plants
IV_+ssRNAviruses	Picornavirales	Secoviridae		Torradovirus	Secoviridae	Tomato torrado virus	DQ388879, DQ388880	NC_009013, NC_009032	DQ388879, DQ388880	Tomato torrado virus segment RNA1, complete sequence., Tomato torrado virus segment RNA2, complete sequence.	plants
IV_+ssRNAviruses	Picornavirales	Secoviridae		Unassigned	Secoviridae	Black raspberry necrosis virus	DQ344639, DQ344640	NC_008182, NC_008183	DQ344639, DQ344640	Black raspberry necrosis virus segment RNA1, complete sequence., Black raspberry necrosis virus segment RNA2, complete sequence.	plants
IV_+ssRNAviruses	Picornavirales	Secoviridae		Unassigned	Secoviridae	Chocolate lily virus A	JN052073, JN052074	NC_016443, NC_016444	JN052073, JN052074	Chocolate lily virus A isolate KP2 segment RNA1, complete sequence., Chocolate lily virus A isolate KP2 segment RNA2, complete sequence.	plants
IV_+ssRNAviruses	Picornavirales	Secoviridae		Unassigned	Secoviridae	Dioscorea mosaic-associated virus	KU215538, KU215539	NC_031766, NC_031763	KU215538, KU215539	Dioscorea mosaic-associated virus isolate goiana segment RNA1, complete sequence., Dioscorea mosaic-associated virus isolate goiana segment RNA2, complete sequence.	plants
IV_+ssRNAviruses	Picornavirales	Secoviridae		Unassigned	Secoviridae	Strawberry latent ringspot virus	AY860978, AY860979	NC_006964, NC_006965	AY860978, AY860979	Strawberry latent ringspot virus NCGR MEN 454.001 segment RNA1, complete sequence., Strawberry latent ringspot virus NCGR MEN 454.001 segment RNA2, complete sequence.	plants
IV_+ssRNAviruses	Picornavirales	Secoviridae		Unassigned	Secoviridae	Strawberry mottle virus	AJ311875, AJ311876	NC_003445, NC_003446	AJ311875, AJ311876	Strawberry mottle virus RNA1 gene for polyprotein, genomic RNA., Strawberry mottle virus RNA2 gene for polyprotein, genomic RNA.	plants
IV_+ssRNAviruses	Picornavirales	Secoviridae		Sequivirus	Secoviridae	Carrot necrotic dieback virus	EU980442		EU980442	Carrot necrotic dieback virus strain Anthriscus, complete genome.	plants
IV_+ssRNAviruses	Picornavirales	Secoviridae		Sequivirus	Secoviridae	Parsnip yellow fleck virus	D14066	NC_003628	D14066	Parsnip yellow fleck virus gene for polyprotein, complete cds.	plants
IV_+ssRNAviruses	Picornavirales	Secoviridae		Waikavirus	Secoviridae	Bellflower vein chlorosis virus	KT238881	NC_027915	KT238881	Bellflower vein chlorosis virus isolate CT1, complete genome.	plants
IV_+ssRNAviruses	Picornavirales	Secoviridae		Waikavirus	Secoviridae	Maize chlorotic dwarf virus	U67839	NC_003626	U67839	Maize chlorotic dwarf waikavirus strain Tennessee polyprotein mRNA, complete cds.	plants
IV_+ssRNAviruses	Picornavirales	Secoviridae		Waikavirus	Secoviridae	Rice tungro spherical virus	M95497	NC_001632	M95497	Rice tungro spherical virus polyprotein gene, complete cds.	plants
IV_+ssRNAviruses	Tymovirales	Alphaflexiviridae		Allexivirus	Alphaflexiviridae	Garlic virus A	AB010300	NC_003375	AB010300	Garlic virus A genomic RNA, complete genome.	plants
IV_+ssRNAviruses	Tymovirales	Alphaflexiviridae		Allexivirus	Alphaflexiviridae	Garlic virus B	KM379144	NC_025789	KM379144	Garlic virus B isolate Mesi 13, complete genome.	plants
IV_+ssRNAviruses	Tymovirales	Alphaflexiviridae		Allexivirus	Alphaflexiviridae	Garlic virus C	AB010302	NC_003376	AB010302	Garlic virus C genomic RNA, complete sequence.	plants
IV_+ssRNAviruses	Tymovirales	Alphaflexiviridae		Allexivirus	Alphaflexiviridae	Garlic virus D	KF555653	NC_022961	KF555653	Garlic virus D isolate GarVD-SW10, complete genome.	plants
IV_+ssRNAviruses	Tymovirales	Alphaflexiviridae		Allexivirus	Alphaflexiviridae	Garlic virus E	AJ292230	NC_004012	AJ292230	Garlic virus E complete genomic RNA, isolate YH.	plants
IV_+ssRNAviruses	Tymovirales	Alphaflexiviridae		Allexivirus	Alphaflexiviridae	Garlic virus X	U89243	NC_001800	U89243	Garlic virus X, complete genome.	plants
IV_+ssRNAviruses	Tymovirales	Alphaflexiviridae		Allexivirus	Alphaflexiviridae	Shallot virus X	M97264	NC_003795	M97264	Shallot virus X replicase and coat protein genes, complete cds; and unknown genes.	plants
IV_+ssRNAviruses	Tymovirales	Alphaflexiviridae		Botrexvirus	Alphaflexiviridae	Botrytis virus X	AY055762	NC_005132	AY055762	Botrytis virus X, complete genome.	plants
IV_+ssRNAviruses	Tymovirales	Alphaflexiviridae		Lolavirus	Alphaflexiviridae	Lolium latent virus	EU489641	NC_010434	EU489641	Lolium latent virus isolate US1, complete genome.	plants
IV_+ssRNAviruses	Tymovirales	Alphaflexiviridae		Mandarivirus	Alphaflexiviridae	Citrus yellow vein clearing virus	JX040635		JX040635	Citrus yellow vein clearing virus isolate Y1 from Turkey, complete genome.	plants
IV_+ssRNAviruses	Tymovirales	Alphaflexiviridae		Mandarivirus	Alphaflexiviridae	Citrus yellow vein clearing virus	KP313240	NC_026592	KP313240	Citrus yellow vein clearing virus isolate CQ, complete genome.	plants
IV_+ssRNAviruses	Tymovirales	Alphaflexiviridae		Mandarivirus	Alphaflexiviridae	Indian citrus ringspot virus	AF406744	NC_003093	AF406744	Indian citrus ringspot virus, complete genome.	plants
IV_+ssRNAviruses	Tymovirales	Alphaflexiviridae		Platypuvirus	Alphaflexiviridae	Donkey orchid symptomless virus	KC923234	NC_022894	KC923234	Donkey orchid symptomless virus isolate Mariginiup11, complete genome.	plants
IV_+ssRNAviruses	Tymovirales	Alphaflexiviridae		Potexvirus	Alphaflexiviridae	Actinidia virus X	KR872420	NC_028649	KR872420	Actinidia virus X strain RV-3124 RNA-dependent RNA polymerase, triple gene block protein 1, triple gene block protein 2, triple gene block protein 3, coat protein, and putative 10 kDa protein genes, complete cds.	plants
IV_+ssRNAviruses	Tymovirales	Alphaflexiviridae		Potexvirus	Alphaflexiviridae	Allium virus X	FJ670570	NC_012211	FJ670570	Allium virus X, complete genome.	plants
IV_+ssRNAviruses	Tymovirales	Alphaflexiviridae		Potexvirus	Alphaflexiviridae	Alstroemeria virus X	AB206396	NC_007408	AB206396	Alstroemeria virus x genomic RNA, complete genome.	plants
IV_+ssRNAviruses	Tymovirales	Alphaflexiviridae		Potexvirus	Alphaflexiviridae	Alternanthera mosaic virus	AY863024	NC_007731	AY863024	Alternanthera mosaic virus, complete genome.	plants
IV_+ssRNAviruses	Tymovirales	Alphaflexiviridae		Potexvirus	Alphaflexiviridae	Asparagus virus 3	AB304848	NC_010416	AB304848	Asparagus virus 3 genomic RNA, complete genome.	plants
IV_+ssRNAviruses	Tymovirales	Alphaflexiviridae		Potexvirus	Alphaflexiviridae	Bamboo mosaic virus	D26017	NC_001642	D26017	Bamboo mosaic virus genomic RNA, complete genome.	plants
IV_+ssRNAviruses	Tymovirales	Alphaflexiviridae		Potexvirus	Alphaflexiviridae	Cactus virus X	AF308158	NC_002815	AF308158	Cactus virus X, complete genome.	plants
IV_+ssRNAviruses	Tymovirales	Alphaflexiviridae		Potexvirus	Alphaflexiviridae	Cassava common mosaic virus	U23414	NC_001658	U23414	Cassava common mosaic virus Brazilian strain, complete genome.	plants
IV_+ssRNAviruses	Tymovirales	Alphaflexiviridae		Potexvirus	Alphaflexiviridae	Cassava virus X	KY288487	NC_034375	KY288487	Cassava virus X isolate Ven164 RNA-dependent RNA polymerase (RdRp), triple gene block protein 1 (TGB1), triple gene block protein 2 (TGB2), and coat protein (CP) genes, complete cds.	plants
IV_+ssRNAviruses	Tymovirales	Alphaflexiviridae		Potexvirus	Alphaflexiviridae	Clover yellow mosaic virus	D29630	NC_001753	D29630	Clover yellow mosaic virus genomic RNA, complete sequence.	plants
IV_+ssRNAviruses	Tymovirales	Alphaflexiviridae		Potexvirus	Alphaflexiviridae	Cymbidium mosaic virus	U62963	NC_001812	U62963	Cymbidium mosaic virus, complete genome.	plants
IV_+ssRNAviruses	Tymovirales	Alphaflexiviridae		Potexvirus	Alphaflexiviridae	Foxtail mosaic virus	M62730	NC_001483	M62730	Foxtail mosaic virus, complete genome.	plants
IV_+ssRNAviruses	Tymovirales	Alphaflexiviridae		Potexvirus	Alphaflexiviridae	Hosta virus X	AJ620114	NC_011544	AJ620114	Hosta virus X Xgp1 gene, Xgp2 gene, Xgp3 gene, Xgp4 gene and Xgp5 gene, genomic RNA, type strain HVX-Kr.	plants
IV_+ssRNAviruses	Tymovirales	Alphaflexiviridae		Potexvirus	Alphaflexiviridae	Hydrangea ringspot virus	AY707100	NC_006943	AY707100	Hydrangea ringspot virus isolate PD 109, complete genome.	plants
IV_+ssRNAviruses	Tymovirales	Alphaflexiviridae		Potexvirus	Alphaflexiviridae	Lettuce virus X	AM745758	NC_010832	AM745758	Lettuce virus X complete genome.	plants
IV_+ssRNAviruses	Tymovirales	Alphaflexiviridae		Potexvirus	Alphaflexiviridae	Lily virus X	AJ633822	NC_007192	AJ633822	Lily virus X complete genome, genomic RNA.	plants
IV_+ssRNAviruses	Tymovirales	Alphaflexiviridae		Potexvirus	Alphaflexiviridae	Malva mosaic virus	DQ660333	NC_008251	DQ660333	Chenopodium mosaic virus X, complete genome.	plants
IV_+ssRNAviruses	Tymovirales	Alphaflexiviridae		Potexvirus	Alphaflexiviridae	Mint virus X	AY789138	NC_006948	AY789138	Mint virus X, complete genome.	plants
IV_+ssRNAviruses	Tymovirales	Alphaflexiviridae		Potexvirus	Alphaflexiviridae	Narcissus mosaic virus	D13747	NC_001441	D13747	Narcissus mosaic virus genomic RNA, complete genome.	plants
IV_+ssRNAviruses	Tymovirales	Alphaflexiviridae		Potexvirus	Alphaflexiviridae	Nerine virus X	AB219105	NC_007679	AB219105	Nerine virus X genomic RNA, complete genome.	plants
IV_+ssRNAviruses	Tymovirales	Alphaflexiviridae		Potexvirus	Alphaflexiviridae	Opuntia virus X	AY366209	NC_006060	AY366209	Opuntia virus X strain CC10 replication-associated protein, triple gene block protein 1, triple gene block protein 2, triple gene block protein 3, and coat protein genes, complete cds.	plants
IV_+ssRNAviruses	Tymovirales	Alphaflexiviridae		Potexvirus	Alphaflexiviridae	Papaya mosaic virus	D13957	NC_001748	D13957	Papaya mosaic virus genomic RNA, complete genome.	plants
IV_+ssRNAviruses	Tymovirales	Alphaflexiviridae		Potexvirus	Alphaflexiviridae	Pepino mosaic virus	AF484251	NC_004067	AF484251	Pepino mosaic virus isolate Sp-13, complete genome.	plants
IV_+ssRNAviruses	Tymovirales	Alphaflexiviridae		Potexvirus	Alphaflexiviridae	Phaius virus X	AB353071	NC_010295	AB353071	Phaius virus X genomic RNA, complete genome.	plants
IV_+ssRNAviruses	Tymovirales	Alphaflexiviridae		Potexvirus	Alphaflexiviridae	Pitaya virus X	JF930327	NC_024458	JF930327	Pitaya virus X isolate P37, complete genome.	plants
IV_+ssRNAviruses	Tymovirales	Alphaflexiviridae		Potexvirus	Alphaflexiviridae	Plantago asiatica mosaic virus	Z21647	NC_003849	Z21647	P.asiatica mosaic virus genomic RNA.	plants
IV_+ssRNAviruses	Tymovirales	Alphaflexiviridae		Potexvirus	Alphaflexiviridae	Potato aucuba mosaic virus	S73580	NC_003632	S73580	putative polymerase...capsid protein [potato aucuba mosaic potexvirus PAMV, Genomic RNA Complete, 6 genes, 7059 nt].	plants
IV_+ssRNAviruses	Tymovirales	Alphaflexiviridae		Potexvirus	Alphaflexiviridae	Potato virus X	D00344	NC_011620	D00344	Potato virus X genes for 166K protein, 25K protein, 12K protein, 8K protein, coat protein.	plants
IV_+ssRNAviruses	Tymovirales	Alphaflexiviridae		Potexvirus	Alphaflexiviridae	Scallion virus X (Asparagus virus 3)	AJ316085	NC_003400	AJ316085	Scallion virus X, complete genome.	plants
IV_+ssRNAviruses	Tymovirales	Alphaflexiviridae		Potexvirus	Alphaflexiviridae	Schlumbergera virus X	AY366207	NC_011659	AY366207	Schlumbergera virus X strain K11, complete genome.	plants
IV_+ssRNAviruses	Tymovirales	Alphaflexiviridae		Potexvirus	Alphaflexiviridae	Senna mosaic virus	KX196173	NC_030746	KX196173	Senna mosaic virus isolate Brazilian, complete genome.	plants
IV_+ssRNAviruses	Tymovirales	Alphaflexiviridae		Potexvirus	Alphaflexiviridae	Strawberry mild yellow edge virus	D12517	NC_003794	D12517	Strawberry mild yellow edge virus genes for 25K protein, 13K protein, 150K protein, coat protein, 11K protein, 8K protein, complete cds.	plants
IV_+ssRNAviruses	Tymovirales	Alphaflexiviridae		Potexvirus	Alphaflexiviridae	Tamus red mosaic virus	JN389521	NC_016003	JN389521	Tamus red mosaic virus isolate IT, complete genome.	plants
IV_+ssRNAviruses	Tymovirales	Alphaflexiviridae		Potexvirus	Alphaflexiviridae	Tulip virus X	AB066288	NC_004322	AB066288	Tulip virus X genomic RNA, complete genome.	plants
IV_+ssRNAviruses	Tymovirales	Alphaflexiviridae		Potexvirus	Alphaflexiviridae	White clover mosaic virus	X06728	NC_003820	X06728	Potexvirus white clover mosaic virus (WC1MV) RNA genome.	plants
IV_+ssRNAviruses	Tymovirales	Alphaflexiviridae		Potexvirus	Alphaflexiviridae	Yam virus X	KJ711908	NC_025252	KJ711908	Yam virus X isolate T551, complete genome.	plants
IV_+ssRNAviruses	Tymovirales	Alphaflexiviridae		Potexvirus	Alphaflexiviridae	Zygocactus virus X	AY366208	NC_006059	AY366208	Zygocactus virus X strain B1 replication-associated protein, triple gene block protein 1, triple gene block protein 2, triple gene block protein 3, and coat protein genes, complete cds.	plants
IV_+ssRNAviruses	Tymovirales	Alphaflexiviridae		Sclerodarnavirus	Alphaflexiviridae	Sclerotinia sclerotiorum debilitation-associated RNA virus	AY147260	NC_007415	AY147260	Sclerotinia sclerotiorum debilitation-associated RNA virus, complete genome.	fungi
IV_+ssRNAviruses	Tymovirales	Alphaflexiviridae		Unassigned	Alphaflexiviridae	Arachis pintoi virus	KX058345	NC_032104	KX058345	Arachis pintoi virus isolate Var A RdRp, TGBp1, TGBp2, 40 kDa protein, and CP genes, complete cds.	plants
IV_+ssRNAviruses	Tymovirales	Alphaflexiviridae		Unassigned	Alphaflexiviridae	Blackberry virus E	JN053266	NC_015706	JN053266	Blackberry virus E isolate BB_Ellis-1, complete genome.	plants
IV_+ssRNAviruses	Tymovirales	Betaflexiviridae	Quinvirinae	Carlavirus	Betaflexiviridae	Aconitum latent virus	AB051848	NC_002795	AB051848	Aconitum latent virus genomic RNA, complete genome, isolate:D.	plants
IV_+ssRNAviruses	Tymovirales	Betaflexiviridae	Quinvirinae	Carlavirus	Betaflexiviridae	Alfalfa latent virus	KP784454	NC_026616	KP784454	Alfalfa latent virus isolate ATCC PV-264 RNA-dependent RNA polymerase, TGB1, TGB2, TGB3, and coat protein genes, complete cds.	plants
IV_+ssRNAviruses	Tymovirales	Betaflexiviridae	Quinvirinae	Carlavirus	Betaflexiviridae	American hop latent virus	JQ245696	NC_017859	JQ245696	American hop latent virus isolate Bittergold, complete genome.	plants
IV_+ssRNAviruses	Tymovirales	Betaflexiviridae	Quinvirinae	Carlavirus	Betaflexiviridae	Blueberry scorch virus	L25658	NC_003499	L25658	Blueberry scorch carlavirus mRNA.	plants
IV_+ssRNAviruses	Tymovirales	Betaflexiviridae	Quinvirinae	Carlavirus	Betaflexiviridae	Butterbur mosaic virus	AB517596	NC_013527	AB517596	Butterbur mosaic virus genomic RNA, complete genome, strain: J.	plants
IV_+ssRNAviruses	Tymovirales	Betaflexiviridae	Quinvirinae	Carlavirus	Betaflexiviridae	Chrysanthemum virus B	AM493895	NC_009087	AM493895	Chrysanthemum virus B complete genome, genomic RNA, isolate Punjab INDIA.	plants
IV_+ssRNAviruses	Tymovirales	Betaflexiviridae	Quinvirinae	Carlavirus	Betaflexiviridae	Coleus vein necrosis virus	EF527260	NC_009764	EF527260	Coleus vein necrosis virus, complete genome.	plants
IV_+ssRNAviruses	Tymovirales	Betaflexiviridae	Quinvirinae	Carlavirus	Betaflexiviridae	Cowpea mild mottle virus	HQ184471	NC_014730	HQ184471	Cowpea mild mottle virus RNA-dependent RNA polymerase, triple gene block 1, triple gene block 2, triple gene block 3, coat protein, and nucleic acid binding protein genes, complete cds.	plants
IV_+ssRNAviruses	Tymovirales	Betaflexiviridae	Quinvirinae	Carlavirus	Betaflexiviridae	Daphne virus S	AJ620300	NC_008020	AJ620300	Daphne virus S ORF1, ORF2, ORF3, ORF4, ORF5 and ORF6, genomic RNA, strain KT.	plants
IV_+ssRNAviruses	Tymovirales	Betaflexiviridae	Quinvirinae	Carlavirus	Betaflexiviridae	Elderberry carlavirus A	KJ572560	NC_029085	KJ572560	Elderberry carlavirus A isolate EBCVA, complete genome.	plants
IV_+ssRNAviruses	Tymovirales	Betaflexiviridae	Quinvirinae	Carlavirus	Betaflexiviridae	Elderberry carlavirus B	KJ572561	NC_029086	KJ572561	Elderberry carlavirus B isolate EBCVB, complete genome.	plants
IV_+ssRNAviruses	Tymovirales	Betaflexiviridae	Quinvirinae	Carlavirus	Betaflexiviridae	Elderberry carlavirus C	KJ572562	NC_029087	KJ572562	Elderberry carlavirus C isolate EBCVC, complete genome.	plants
IV_+ssRNAviruses	Tymovirales	Betaflexiviridae	Quinvirinae	Carlavirus	Betaflexiviridae	Elderberry carlavirus D	KJ572563	NC_029088	KJ572563	Elderberry carlavirus D isolate EBCVD, complete genome.	plants
IV_+ssRNAviruses	Tymovirales	Betaflexiviridae	Quinvirinae	Carlavirus	Betaflexiviridae	Elderberry carlavirus E	KJ572564	NC_029089	KJ572564	Elderberry carlavirus E isolate EBCVE, complete genome.	plants
IV_+ssRNAviruses	Tymovirales	Betaflexiviridae	Quinvirinae	Carlavirus	Betaflexiviridae	Gaillardia latent virus	KJ415259	NC_023892	KJ415259	Gaillardia latent virus isolate 5/18-05-2010, complete genome.	plants
IV_+ssRNAviruses	Tymovirales	Betaflexiviridae	Quinvirinae	Carlavirus	Betaflexiviridae	Garlic common latent virus	JF320810	NC_016440	JF320810	Garlic common latent virus isolate WA-1, complete genome.	plants
IV_+ssRNAviruses	Tymovirales	Betaflexiviridae	Quinvirinae	Carlavirus	Betaflexiviridae	Helleborus net necrosis virus	FJ196835	NC_012038	FJ196835	Helleborus net necrosis virus strain G5, complete genome.	plants
IV_+ssRNAviruses	Tymovirales	Betaflexiviridae	Quinvirinae	Carlavirus	Betaflexiviridae	Hippeastrum latent virus	DQ098905	NC_011540	DQ098905	Hippeastrum latent virus RNA-dependent RNA polymerase, triple gene block 1 protein (TGB1), triple gene block 2 protein (TGB2), triple gene block 3 protein (TGB3), coat protein (CP), and nucleic acid binding protein genes, complete cds.	plants
IV_+ssRNAviruses	Tymovirales	Betaflexiviridae	Quinvirinae	Carlavirus	Betaflexiviridae	Hop latent virus	AB032469	NC_002552	AB032469	Hop latent virus genomic RNA, complete genome.	plants
IV_+ssRNAviruses	Tymovirales	Betaflexiviridae	Quinvirinae	Carlavirus	Betaflexiviridae	Hop mosaic virus	EU527979	NC_010538	EU527979	Hop mosaic virus from Australia, complete genome.	plants
IV_+ssRNAviruses	Tymovirales	Betaflexiviridae	Quinvirinae	Carlavirus	Betaflexiviridae	Hydrangea chlorotic mottle virus	EU754720	NC_012869	EU754720	Hydrangea chlorotic mottle virus isolate NZ, complete genome.	plants
IV_+ssRNAviruses	Tymovirales	Betaflexiviridae	Quinvirinae	Carlavirus	Betaflexiviridae	Jasmine virus C	KX364696	NC_030926	KX364696	Jasmine virus C isolate A-31, complete genome.	plants
IV_+ssRNAviruses	Tymovirales	Betaflexiviridae	Quinvirinae	Carlavirus	Betaflexiviridae	Kalanchoe latent virus	FJ531634	NC_013006	FJ531634	Kalanchoe latent virus isolate PV-0290B, complete genome.	plants
IV_+ssRNAviruses	Tymovirales	Betaflexiviridae	Quinvirinae	Carlavirus	Betaflexiviridae	Ligustrum necrotic ringspot virus	EU074853	NC_010305	EU074853	Ligustrum necrotic ringspot virus, complete genome.	plants
IV_+ssRNAviruses	Tymovirales	Betaflexiviridae	Quinvirinae	Carlavirus	Betaflexiviridae	Ligustrum virus A	KX000914	NC_031089	KX000914	Ligustrum virus A isolate SK, complete genome.	plants
IV_+ssRNAviruses	Tymovirales	Betaflexiviridae	Quinvirinae	Carlavirus	Betaflexiviridae	Lily symptomless virus	AJ516059	NC_005138	AJ516059	Lily symptomless virus complete genome.	plants
IV_+ssRNAviruses	Tymovirales	Betaflexiviridae	Quinvirinae	Carlavirus	Betaflexiviridae	Mirabilis jalapa mottle virus	JN039374	NC_016080	JN039374	Mirabilis jalapa mottle virus, complete genome.	plants
IV_+ssRNAviruses	Tymovirales	Betaflexiviridae	Quinvirinae	Carlavirus	Betaflexiviridae	Narcissus common latent virus	AM158439	NC_008266	AM158439	Narcissus common latent virus complete genome, genomic RNA, isolate Zhangzhou.	plants
IV_+ssRNAviruses	Tymovirales	Betaflexiviridae	Quinvirinae	Carlavirus	Betaflexiviridae	Narcissus symptomless virus	AM182569	NC_008552	AM182569	Narcissus symptomless virus complete genome, isolate Hangzhou-2005.	plants
IV_+ssRNAviruses	Tymovirales	Betaflexiviridae	Quinvirinae	Carlavirus	Betaflexiviridae	Nerine latent virus	JQ395043	NC_028111	JQ395043	Nerine latent virus isolate Marijiniup 4, complete genome.	plants
IV_+ssRNAviruses	Tymovirales	Betaflexiviridae	Quinvirinae	Carlavirus	Betaflexiviridae	Passiflora latent virus	DQ455582	NC_008292	DQ455582	Passiflora latent carlavirus, complete genome.	plants
IV_+ssRNAviruses	Tymovirales	Betaflexiviridae	Quinvirinae	Carlavirus	Betaflexiviridae	Pea streak virus	KP828803	NC_027527	KP828803	Pea streak virus isolate VRS-541, complete genome.	plants
IV_+ssRNAviruses	Tymovirales	Betaflexiviridae	Quinvirinae	Carlavirus	Betaflexiviridae	Phlox virus B	EU162589	NC_009991	EU162589	Phlox Virus B, complete genome.	plants
IV_+ssRNAviruses	Tymovirales	Betaflexiviridae	Quinvirinae	Carlavirus	Betaflexiviridae	Phlox virus S	EF492068	NC_009383	EF492068	Phlox virus S, complete genome.	plants
IV_+ssRNAviruses	Tymovirales	Betaflexiviridae	Quinvirinae	Carlavirus	Betaflexiviridae	Poplar mosaic virus	AY505475	NC_005343	AY505475	Poplar mosaic virus isolate PV-0341, complete genome.	plants
IV_+ssRNAviruses	Tymovirales	Betaflexiviridae	Quinvirinae	Carlavirus	Betaflexiviridae	Potato latent virus	EU433397	NC_011525	EU433397	Potato latent virus, complete genome.	plants
IV_+ssRNAviruses	Tymovirales	Betaflexiviridae	Quinvirinae	Carlavirus	Betaflexiviridae	Potato virus H	HM584819		HM584819	Potato virus H isolate Huhhot, complete genome.	plants
IV_+ssRNAviruses	Tymovirales	Betaflexiviridae	Quinvirinae	Carlavirus	Betaflexiviridae	Potato virus H	JQ904630	NC_018175	JQ904630	Potato virus H isolate YN, complete genome.	plants
IV_+ssRNAviruses	Tymovirales	Betaflexiviridae	Quinvirinae	Carlavirus	Betaflexiviridae	Potato virus M	D14449	NC_001361	D14449	Potato virus M RNA, complete genome.	plants
IV_+ssRNAviruses	Tymovirales	Betaflexiviridae	Quinvirinae	Carlavirus	Betaflexiviridae	Potato virus P	EU020009	NC_009759	EU020009	Potato rough dwarf virus isolate Arg, complete genome.	plants
IV_+ssRNAviruses	Tymovirales	Betaflexiviridae	Quinvirinae	Carlavirus	Betaflexiviridae	Potato virus S	AJ863509	NC_007289	AJ863509	Potato virus S complete genome, isolate Leona.	plants
IV_+ssRNAviruses	Tymovirales	Betaflexiviridae	Quinvirinae	Carlavirus	Betaflexiviridae	Red clover vein mosaic virus	FJ685618	NC_012210	FJ685618	Red clover vein mosaic virus isolate Washington, complete genome.	plants
IV_+ssRNAviruses	Tymovirales	Betaflexiviridae	Quinvirinae	Carlavirus	Betaflexiviridae	Shallot latent virus	AJ292226	NC_003557	AJ292226	Garlic latent virus complete genomic RNA, isolate YH1.	plants
IV_+ssRNAviruses	Tymovirales	Betaflexiviridae	Quinvirinae	Carlavirus	Betaflexiviridae	Sweet potato C6 virus	JX212747	NC_018448	JX212747	Sweet potato virus C-6 isolate Sosa 29, complete genome.	plants
IV_+ssRNAviruses	Tymovirales	Betaflexiviridae	Quinvirinae	Carlavirus	Betaflexiviridae	Sweet potato chlorotic fleck virus	AY461421	NC_006550	AY461421	Sweet potato chlorotic fleck virus, complete genome.	plants
IV_+ssRNAviruses	Tymovirales	Betaflexiviridae	Quinvirinae	Carlavirus	Betaflexiviridae	Yam latent virus	KJ789130	NC_026248	KJ789130	Yam latent virus isolate SG1, complete genome.	plants
