# Genome	Order	Family	Subfamily	Genus	Class	Virus Name	GenBank Accession Number	RefSeq Accession Number	Accession number used	Sequence description	Host
III_dsRNAviruses	Unassigned	Partitiviridae		Betapartitivirus	Partitiviridae	White clover cryptic virus 2	JX971976, JX971977	NC_021094, NC_021095	JX971976, JX971977	White clover cryptic virus 2 isolate IPP_Lirepa segment RNA 1, complete sequence., White clover cryptic virus 2 isolate IPP_Lirepa segment RNA 2, complete sequence.	plants
III_dsRNAviruses	Unassigned	Partitiviridae		Cryspovirus	Partitiviridae	Cryptosporidium parvum virus 1	U95995, U95996		U95995, U95996	Cryptosporidium parvum virus 1 strain KSU-1 RNA-dependent RNA polymerase gene, complete cds., Cryptosporidium parvum virus 1 strain KSU-1 unknown gene.	plants
III_dsRNAviruses	Unassigned	Partitiviridae		Cryspovirus	Partitiviridae	Cryptosporidium parvum virus 1	KY884720, KY884721		KY884720, KY884721	Cryptosporidium parvum virus 1 strain Iowa segment dsRNA1, complete sequence., Cryptosporidium parvum virus 1 strain Iowa segment dsRNA2, complete sequence.	protozoa
III_dsRNAviruses	Unassigned	Partitiviridae		Deltapartitivirus	Partitiviridae	Beet cryptic virus 2	HM560702, HM560703, HM560704		HM560702, HM560703, HM560704	Beet cryptic virus 2 segment dsRNA2a, complete sequence., Beet cryptic virus 2 segment dsRNA1, complete sequence., Beet cryptic virus 2 segment dsRNA2b, complete sequence.	plants
III_dsRNAviruses	Unassigned	Partitiviridae		Deltapartitivirus	Partitiviridae	Fig cryptic virus	FR687854, FR687855	NC_015494, NC_015495	FR687854, FR687855	Fig cryptic virus segment 1, complete sequence, genomic RNA., Fig cryptic virus segment 2, complete sequence, genomic RNA.	plants
III_dsRNAviruses	Unassigned	Partitiviridae		Deltapartitivirus	Partitiviridae	Pepper cryptic virus 1	JN117276, JN117277		JN117276, JN117277	Pepper cryptic virus 1 isolate Jal-01 segment RNA1, complete sequence., Pepper cryptic virus 1 isolate Jal-01 segment RNA2, complete sequence.	plants
III_dsRNAviruses	Unassigned	Partitiviridae		Deltapartitivirus	Partitiviridae	Pepper cryptic virus 2	JN117278, JN117279	NC_034159, NC_034167	JN117278, JN117279	Pepper cryptic virus 2 isolate HW-01 segment RNA1, complete sequence., Pepper cryptic virus 2 isolate HW-01 segment RNA2, complete sequence.	plants
III_dsRNAviruses	Unassigned	Partitiviridae		Deltapartitivirus	Partitiviridae	Pepper cryptic virus 2	LC195294, LC195295		LC195294, LC195295	Pepper cryptic virus 2 RdRp gene for putative RNA-dependent RNA polymerase, complete cds, isolate: YY., Pepper cryptic virus 2 cp gene for coat protein, complete cds, isolate: YY.	plants
III_dsRNAviruses	Unassigned	Partitiviridae		Gammapartitivirus	Partitiviridae	Aspergillus ochraceous virus	EU118277, EU118278, EU118279		EU118277, EU118278, EU118279	Aspergillus ochraceous virus strain FA0611 putative RNA dependent RNA polymerase gene, complete cds., Aspergillus ochraceous virus strain FA0611 capsid protein gene, complete cds., Aspergillus ochraceous virus strain FA0611 segment RNA3, complete sequence.	fungi
III_dsRNAviruses	Unassigned	Partitiviridae		Gammapartitivirus	Partitiviridae	Discula destructiva virus 1	AF316992, AF316993	NC_002797, NC_002800	AF316992, AF316993	Discula destructiva virus 1 segment 1, complete sequence., Discula destructiva virus 1 segment 2, complete sequence.	fungi
III_dsRNAviruses	Unassigned	Partitiviridae		Gammapartitivirus	Partitiviridae	Discula destructiva virus 2	AY033436, AY033437	NC_003710, NC_003711	AY033436, AY033437	Discula destructiva virus 2 segment 1, complete sequence., Discula destructiva virus 2 segment 2, complete sequence.	fungi
III_dsRNAviruses	Unassigned	Partitiviridae		Gammapartitivirus	Partitiviridae	Fusarium solani virus 1	D55668, D55669	NC_003885, NC_003886	D55668, D55669	Mycovirus FusoV (from Fusarium solani) RNA-dependent RNA polymerase gene, complete cds., Mycovirus FusoV (from Fusarium solani) capsid protein gene, complete cds.	fungi
III_dsRNAviruses	Unassigned	Partitiviridae		Gammapartitivirus	Partitiviridae	Gremmeniella abietina RNA virus MS1	AY089993, AY089994	NC_004018, NC_004019	AY089993, AY089994	Gremmeniella abietina RNA virus MS1 putative replicase gene, complete cds., Gremmeniella abietina RNA virus MS1 putative coat protein gene, complete cds.	fungi
III_dsRNAviruses	Unassigned	Partitiviridae		Gammapartitivirus	Partitiviridae	Gremmeniella abietina RNA virus MS2	AY615211, AY615212, AY615213		AY615211, AY615212, AY615213	Gremmeniella abietina RNA virus MS2 unnamed segment, complete sequence., Gremmeniella abietina RNA virus MS2 unnamed segment, complete sequence., Gremmeniella abietina RNA virus MS2 unnamed segment, complete sequence.	fungi
III_dsRNAviruses	Unassigned	Partitiviridae		Gammapartitivirus	Partitiviridae	Ophiostoma partitivirus 1	AM087202, AM087203		AM087202, AM087203	Ophiostoma partitivirus 1 RdRp gene for RNA-dependent RNA polymerase., Ophiostoma partitivirus 1 CP gene for capsid protein.	fungi
III_dsRNAviruses	Unassigned	Partitiviridae		Gammapartitivirus	Partitiviridae	Penicillium stoloniferum virus F	AY738336, AY738337	NC_007221, NC_007222	AY738336, AY738337	Penicillium stoloniferum virus F segment 1, complete sequence., Penicillium stoloniferum virus F segment 2, complete sequence.	fungi
III_dsRNAviruses	Unassigned	Partitiviridae		Gammapartitivirus	Partitiviridae	Penicillium stoloniferum virus S	AY156521, AY156522	NC_005976, NC_005977	AY156521, AY156522	Penicillium stoloniferum virus S RNA-dependent RNA polymerase gene, complete cds., Penicillium stoloniferum virus S capsid protein gene, complete cds.	fungi
III_dsRNAviruses	Unassigned	Partitiviridae		Gammapartitivirus	Partitiviridae	Penicillium stoloniferum virus S	AM040148, AM040149		AM040148, AM040149	Penicillium stoloniferum virus S mRNA for RNA-dependent RNA polymerase (rdRp gene)., Penicillium stoloniferum virus S mRNA for capsid protein (cp gene).	fungi
III_dsRNAviruses	Unassigned	Partitiviridae		Unassigned	Partitiviridae	Arabidopsis halleri partitivirus 1	LC151461, LC151462	NC_030889, NC_030890	LC151461, LC151462	Arabidopsis halleri partitivirus 1 genomic RNA, segment 1, complete sequence., Arabidopsis halleri partitivirus 1 genomic RNA, segment 2, complete sequence.	plants
III_dsRNAviruses	Unassigned	Partitiviridae		Unassigned	Partitiviridae	Dill cryptic virus 1	KF484726, KF484727	NC_022614, NC_022615	KF484726, KF484727	Dill cryptic virus 1 isolate IPP_hortorum segment 1, complete sequence., Dill cryptic virus 1 isolate IPP_hortorum segment 2, complete sequence.	plants
III_dsRNAviruses	Unassigned	Partitiviridae		Unassigned	Partitiviridae	Fragaria chiloensis cryptic virus	DQ093961, DQ355440, DQ355439	NC_009519, NC_009521, NC_009520	DQ093961, DQ355440, DQ355439	Fragaria chiloensis cryptic virus segment RNA 1, complete sequence., Fragaria chiloensis cryptic virus segment RNA 2, complete sequence., Fragaria chiloensis cryptic virus segment RNA 3, complete sequence.	plants
III_dsRNAviruses	Unassigned	Partitiviridae		Unassigned	Partitiviridae	Persimmon cryptic virus	HE805113, HE805114	NC_017989, NC_017988	HE805113, HE805114	Persimmon cryptic virus segment 1, isolate SSPI, complete genome., Persimmon cryptic virus segment 2, isolate SSPI, complete genome.	plants
III_dsRNAviruses	Unassigned	Partitiviridae		Unassigned	Partitiviridae	Raphanus sativus cryptic virus 1	AY949985, DQ181926	NC_008191, NC_008190	AY949985, DQ181926	Raphanus sativus cryptic virus 1 segment dsRNA 1, complete sequence., Raphanus sativus cryptic virus 1 segment dsRNA 2, complete sequence.	plants
III_dsRNAviruses	Unassigned	Partitiviridae		Unassigned	Partitiviridae	Raphanus sativus cryptic virus 2	DQ218036, DQ218037, DQ218038	NC_010343, NC_010344, NC_010345	DQ218036, DQ218037, DQ218038	Raphanus sativus cryptic virus 2 dsRNA 1, complete sequence., Raphanus sativus cryptic virus 2 dsRNA 2, complete sequence., Raphanus sativus cryptic virus 2 dsRNA 3, complete sequence.	plants
III_dsRNAviruses	Unassigned	Partitiviridae		Unassigned	Partitiviridae	Raphanus sativus cryptic virus 3	FJ461349, FJ461350	NC_011705, NC_011706	FJ461349, FJ461350	Raphanus sativus cryptic virus 3 segment 1, complete sequence., Raphanus sativus cryptic virus 3 segment 2, complete sequence.	plants
III_dsRNAviruses	Unassigned	Partitiviridae		Unassigned	Partitiviridae	Red clover cryptic virus 1	KF484724, KF484725	NC_022616, NC_022617	KF484724, KF484725	Red clover cryptic virus 1 isolate IPP_Nemaro segment 1 RNA-dependent RNA polymerase gene, complete cds., Red clover cryptic virus 1 isolate IPP_Nemaro segment 2 coat protein gene, complete cds.	plants
III_dsRNAviruses	Unassigned	Partitiviridae		Unassigned	Partitiviridae	Rhizoctonia solani dsRNA virus 2	KF372436, KF372437	NC_023684, NC_023685	KF372436, KF372437	Rhizoctonia solani dsRNA virus 2 segment 1, complete sequence., Rhizoctonia solani dsRNA virus 2 segment 2, complete sequence.	plants
III_dsRNAviruses	Unassigned	Partitiviridae		Unassigned	Partitiviridae	Sinapis alba cryptic virus 1	KT285020, KT285021	NC_030243, NC_030245	KT285020, KT285021	Sinapis alba cryptic virus 1 isolate LTBJ RNA dependent RNA polymerase gene, complete cds., Sinapis alba cryptic virus 1 isolate LTBJ capsid protein gene, complete cds.	plants
III_dsRNAviruses	Unassigned	Picobirnaviridae		Picobirnavirus	Picobirnaviridae	Human picobirnavirus	AB186897, AB186898	NC_007026, NC_007027	AB186897, AB186898	Human picobirnavirus RNA segment 1 genomic RNA, complete sequence., Human picobirnavirus RNA segment 2 genomic RNA, complete sequence.	vertebrates
III_dsRNAviruses	Unassigned	Picobirnaviridae		Picobirnavirus	Picobirnaviridae	Porcine picobirnavirus	KF861768, KF861773	NC_029801, NC_029802	KF861768, KF861773	Porcine picobirnavirus strain 221/04-16/ITA/2004 clone LA-5 segment L, complete sequence., Porcine picobirnavirus strain 221/04-16/ITA/2004 segment S, complete sequence.	vertebrates
III_dsRNAviruses	Unassigned	Quadriviridae		Quadrivirus	Quadriviridae	Rosellinia necatrix quadrivirus 1	AB620061, AB620062, AB620063, AB620064	NC_016757, NC_016759, NC_016760, NC_016758	AB620061, AB620062, AB620063, AB620064	Rosellinia necatrix quadrivirus 1 gene for hypothetical protein, complete cds, segment 1., Rosellinia necatrix quadrivirus 1 gene for structural protein, complete cds, segment 2., Rosellinia necatrix quadrivirus 1 RdRp gene for RNA dependent RNA polymerase, complete cds, segment 3., Rosellinia necatrix quadrivirus 1 gene for structural protein, complete cds, segment 4.	fungi
III_dsRNAviruses	Unassigned	Reoviridae	Spinareovirinae	Aquareovirus	Reoviridae-Aquareovirus	Aquareovirus A (Chum salmon reovirus CS)	AF418294, AF418295, AF418296, AF418298, AF418299, AF418297, AF418300, AF418301, AF418302, AF418303, AF418304	NC_007582, NC_007583, NC_007584, NC_007586, NC_007592, NC_007585, NC_007587, NC_007588, NC_007589, NC_007590, NC_007591	AF418294, AF418295, AF418296, AF418298, AF418299, AF418297, AF418300, AF418301, AF418302, AF418303, AF418304	Chum salmon reovirus CSV segment 1, complete sequence., Chum salmon reovirus CSV segment 2, complete sequence., Chum salmon reovirus CSV segment 3, complete sequence., Chum salmon reovirus CSV segment 5, complete sequence., Chum salmon reovirus CSV segment 6, complete sequence., Chum salmon reovirus CSV segment 4, partial sequence., Chum salmon reovirus CSV segment 7, complete sequence., Chum salmon reovirus CSV segment 8, complete sequence., Chum salmon reovirus CSV segment 9, complete sequence., Chum salmon reovirus CSV segment 10, complete sequence., Chum salmon reovirus CSV segment 11, complete sequence.	vertebrates
III_dsRNAviruses	Unassigned	Reoviridae	Spinareovirinae	Aquareovirus	Reoviridae-Aquareovirus	Aquareovirus C (Golden shiner reovirus)	AF403398, AF403399, AF403400, AF403401, AF403402, AF403403, AF403404, AF403405, AF403406, AF403407, AF403408	NC_005166, NC_005167, NC_005168, NC_005169, NC_005170, NC_005171, NC_005172, NC_005173, NC_005174, NC_005175, NC_005176	AF403398, AF403399, AF403400, AF403401, AF403402, AF403403, AF403404, AF403405, AF403406, AF403407, AF403408	Golden shiner reovirus segment 1 guanylyl transferase/methyl transferase VP1 gene, complete cds., Golden shiner reovirus segment 2 RNA-dependent RNA polymerase VP2 gene, complete cds., Golden shiner reovirus segment 3 NTPase/helicase VP3 gene, complete cds., Golden shiner reovirus segment 4 non-structural protein NS1 gene, complete cds., Golden shiner reovirus segment 5 putative core protein NTPase/VP5 gene, complete cds., Golden shiner reovirus segment 6 putative outer capsid VP4 gene, complete cds., Golden shiner reovirus segment 7 non-structural protein NS5 and non-structural protein NS4 genes, complete cds., Golden shiner reovirus segment 8 core protein VP6 gene, complete cds., Golden shiner reovirus segment 9 non-structural protein NS2 gene, complete cds., Golden shiner reovirus segment 10 outer capsid VP7 gene, complete cds., Golden shiner reovirus segment 11 non-structural protein NS3 gene, complete cds.	vertebrates
III_dsRNAviruses	Unassigned	Reoviridae	Spinareovirinae	Aquareovirus	Reoviridae-Aquareovirus	Aquareovirus E (Scophthalmus maximus reovirus)	HM989930, HM989931, HM989932, HM989933, HM989934, HM989935, HM989936, HM989937, HM989938, HM989939, HM989940		HM989930, HM989931, HM989932, HM989933, HM989934, HM989935, HM989936, HM989937, HM989938, HM989939, HM989940	Scophthalmus maximus reovirus segment L1, complete sequence., Scophthalmus maximus reovirus segment L2, complete sequence., Scophthalmus maximus reovirus segment L3, complete sequence., Scophthalmus maximus reovirus segment M4, complete sequence., Scophthalmus maximus reovirus segment M5, complete sequence., Scophthalmus maximus reovirus segment M6, complete sequence., Scophthalmus maximus reovirus segment S7, complete sequence., Scophthalmus maximus reovirus segment S8, complete sequence., Scophthalmus maximus reovirus segment S9, complete sequence., Scophthalmus maximus reovirus segment S10, complete sequence., Scophthalmus maximus reovirus segment S11, complete sequence.	vertebrates
III_dsRNAviruses	Unassigned	Reoviridae	Spinareovirinae	Aquareovirus	Reoviridae-Aquareovirus	Aquareovirus G (American grass carp reovirus)	EF589098, EF589099, EF589100, EF589101, EF589102, EF589103, EF589104, EF589105, EF589106, EF589107, EF589108	NC_010584, NC_010585, NC_010586, NC_010587, NC_010588, NC_010589, NC_010590, NC_010591, NC_010592, NC_010593, NC_010594	EF589098, EF589099, EF589100, EF589101, EF589102, EF589103, EF589104, EF589105, EF589106, EF589107, EF589108	American grass carp reovirus strain AGCRV_PB01-155 segment 1, complete sequence., American grass carp reovirus strain AGCRV_PB01-155 segment 2, complete sequence., American grass carp reovirus strain AGCRV_PB01-155 segment 3, complete sequence., American grass carp reovirus strain AGCRV_PB01-155 segment 4, complete sequence., American grass carp reovirus strain AGCRV_PB01-155 segment 5, complete sequence., American grass carp reovirus strain AGCRV_PB01-155 segment 6, complete sequence., American grass carp reovirus strain AGCRV_PB01-155 segment 7, complete sequence., American grass carp reovirus strain AGCRV_PB01-155 segment 8, complete sequence., American grass carp reovirus strain AGCRV_PB01-155 segment 9, complete sequence., American grass carp reovirus strain AGCRV_PB01-155 segment 10, complete sequence., American grass carp reovirus strain AGCRV_PB01-155 segment 11, complete sequence.	vertebrates
III_dsRNAviruses	Unassigned	Reoviridae	Spinareovirinae	Aquareovirus	Reoviridae-Aquareovirus	Etheostoma fonticola aquareovirus	KU194213, KU194214, KU194215, KU194216, KU194217, KU194218, KU194219, KU194220, KU194221, KU194222, KU194223	NC_030405, NC_030412, NC_030413, NC_030414, NC_030415, NC_030406, NC_030407, NC_030408, NC_030409, NC_030410, NC_030411	KU194213, KU194214, KU194215, KU194216, KU194217, KU194218, KU194219, KU194220, KU194221, KU194222, KU194223	Etheostoma fonticola aquareovirus isolate San Marcos 2003 segment 1, complete sequence., Etheostoma fonticola aquareovirus isolate San Marcos 2003 segment 2, complete sequence., Etheostoma fonticola aquareovirus isolate San Marcos 2003 segment 3, complete sequence., Etheostoma fonticola aquareovirus isolate San Marcos 2003 segment 4, complete sequence., Etheostoma fonticola aquareovirus isolate San Marcos 2003 segment 5, complete sequence., Etheostoma fonticola aquareovirus isolate San Marcos 2003 segment 6, complete sequence., Etheostoma fonticola aquareovirus isolate San Marcos 2003 segment 7, complete sequence., Etheostoma fonticola aquareovirus isolate San Marcos 2003 segment 8, complete sequence., Etheostoma fonticola aquareovirus isolate San Marcos 2003 segment 9, complete sequence., Etheostoma fonticola aquareovirus isolate San Marcos 2003 segment 10, complete sequence., Etheostoma fonticola aquareovirus isolate San Marcos 2003 segment 11, complete sequence.	vertebrates
III_dsRNAviruses	Unassigned	Reoviridae	Sedoreovirinae	Cardoreovirus	Reoviridae-Cardoreovirus	Eriocheir sinensis reovirus	KP638402, KP638403, KP638404, KP638405, KP638407, KP638406, KP638408, KP638411, KP638409, KP638412, KP638413, KP638410		KP638402, KP638403, KP638404, KP638405, KP638407, KP638406, KP638408, KP638411, KP638409, KP638412, KP638413, KP638410	Eriocheir sinensis reovirus strain WX-2012 segment 1 VP1 gene, partial cds., Eriocheir sinensis reovirus strain WX-2012 segment 2 VP2 gene, complete cds., Eriocheir sinensis reovirus strain WX-2012 segment 3 VP3 gene, complete cds., Eriocheir sinensis reovirus strain WX-2012 segment 4 VP4 gene, complete cds., Eriocheir sinensis reovirus strain WX-2012 segment 6 VP6 gene, complete cds., Eriocheir sinensis reovirus strain WX-2012 segment 5 VP5 gene, complete cds., Eriocheir sinensis reovirus strain WX-2012 segment 7 VP7 gene, complete cds., Eriocheir sinensis reovirus strain WX-2012 segment 10 VP10 gene, complete cds., Eriocheir sinensis reovirus strain WX-2012 segment 8 VP8 gene, complete cds., Eriocheir sinensis reovirus strain WX-2012 segment 11 VP11 gene, complete cds., Eriocheir sinensis reovirus strain WX-2012 segment 12 VP12 gene, complete cds., Eriocheir sinensis reovirus strain WX-2012 segment 9 VP9 gene, complete cds.	invertebrates
III_dsRNAviruses	Unassigned	Reoviridae	Spinareovirinae	Coltivirus	Reoviridae-Coltivirus	Colorado tick fever virus	AF133428, AF139758, AF139759, AF139760, AF139761, AF139762, AF139763, AF139764, AF000720, AF139765, U72694, U53227	NC_004181, NC_004182, NC_004183, NC_004184, NC_004185, NC_004186, NC_004187, NC_004188, NC_004180, NC_004189, NC_004191, NC_004190	AF133428, AF139758, AF139759, AF139760, AF139761, AF139762, AF139763, AF139764, AF000720, AF139765, U72694, U53227	Colorado tick fever virus segment 1 putative RNA-dependent RNA polymerase VP1 gene, complete cds., Colorado tick fever virus segment 2 strain Florio VP2 gene, complete cds., Colorado tick fever virus segment 3 strain Florio VP3 gene, complete cds., Colorado tick fever virus segment 4 strain Florio VP4 gene, complete cds., Colorado tick fever virus segment 5 strain Florio VP5 gene, complete cds., Colorado tick fever virus segment 6 strain Florio VP6 gene, complete cds., Colorado tick fever virus segment 7 strain Florio VP7 gene, complete cds., Colorado tick fever virus segment 8 strain Florio VP8 gene, complete cds., Colorado tick fever virus M5 segment, complete sequence., Colorado tick fever virus segment 10 strain Florio VP10 gene, complete cds., Colorado tick fever virus VP11 (S1) gene, complete cds., Colorado tick fever virus S2 segment, complete sequence, VP12 gene, complete cds.	vertebrates, invertebrates
III_dsRNAviruses	Unassigned	Reoviridae	Spinareovirinae	Coltivirus	Reoviridae-Coltivirus	Eyach virus	AF282467, AF282468, AF282469, AF282470, AF282471, AF282472, AF282473, AF282474, AF282475, AF282476, AF282477, AF282478	NC_003696, NC_003697, NC_003698, NC_003699, NC_003700, NC_003701, NC_003702, NC_003703, NC_003704, NC_003705, NC_003706, NC_003707	AF282467, AF282468, AF282469, AF282470, AF282471, AF282472, AF282473, AF282474, AF282475, AF282476, AF282477, AF282478	Eyach virus segment 1, complete sequence., Eyach virus segment 2, complete sequence., Eyach virus segment 3, complete sequence., Eyach virus segment 4, complete sequence., Eyach virus segment 5, complete sequence., Eyach virus segment 6, complete sequence., Eyach virus segment 7, complete sequence., Eyach virus segment 8, complete sequence., Eyach virus segment 9, complete sequence., Eyach virus segment 10, complete sequence., Eyach virus segment 11, complete sequence., Eyach virus segment 12, complete sequence.	vertebrates, invertebrates
III_dsRNAviruses	Unassigned	Reoviridae	Spinareovirinae	Cypovirus	Reoviridae-Cypovirus	Cypovirus 1 (Lymantria dispar cypovirus 1)	AF389462, AF389463, AF389464, AF389465, AF389466, AF389467, AF389468, AF389469, AF389470, AF389471	NC_003016, NC_003017, NC_003018, NC_003019, NC_003020, NC_003021, NC_003022, NC_003023, NC_003024, NC_003025	AF389462, AF389463, AF389464, AF389465, AF389466, AF389467, AF389468, AF389469, AF389470, AF389471	Lymantria dispar cypovirus 1 segment 1, complete sequence., Lymantria dispar cypovirus 1 segment 2, complete sequence., Lymantria dispar cypovirus 1 segment 3, complete sequence., Lymantria dispar cypovirus 1 segment 4, complete sequence., Lymantria dispar cypovirus 1 segment 5, complete sequence., Lymantria dispar cypovirus 1 segment 6, complete sequence., Lymantria dispar cypovirus 1 segment 7, complete sequence., Lymantria dispar cypovirus 1 segment 8, complete sequence., Lymantria dispar cypovirus 1 segment 9, complete sequence., Lymantria dispar cypovirus 1 segment 10, complete sequence.	invertebrates
III_dsRNAviruses	Unassigned	Reoviridae	Spinareovirinae	Cypovirus	Reoviridae-Cypovirus	Cypovirus 14 (Lymantria dispar cypovirus 14)	AF389452, AF389453, AF389454, AF389455, AF389456, AF389457, AF389458, AF389459, AF389460, AF389461	NC_003006, NC_003007, NC_003008, NC_003009, NC_003010, NC_003011, NC_003012, NC_003013, NC_003014, NC_003015	AF389452, AF389453, AF389454, AF389455, AF389456, AF389457, AF389458, AF389459, AF389460, AF389461	Lymantria dispar cypovirus 14 segment 1, complete sequence., Lymantria dispar cypovirus 14 segment 2, complete sequence., Lymantria dispar cypovirus 14 segment 3, complete sequence., Lymantria dispar cypovirus 14 segment 4, complete sequence., Lymantria dispar cypovirus 14 segment 5, complete sequence., Lymantria dispar cypovirus 14 segment 6, complete sequence., Lymantria dispar cypovirus 14 segment 7, complete sequence., Lymantria dispar cypovirus 14 segment 8, complete sequence., Lymantria dispar cypovirus 14 segment 9, complete sequence., Lymantria dispar cypovirus 14 segment 10, complete sequence.	invertebrates
III_dsRNAviruses	Unassigned	Reoviridae	Spinareovirinae	Cypovirus	Reoviridae-Cypovirus	Cypovirus 15 (Trichoplusia ni cytoplasmic polyhedrosis virus 15)	AF291683, AF291684, AF291685, AF291686, AF291687, AF291688, AF291689, AF291690, AF291691, AF291692, AF291693	NC_002557, NC_002558, NC_002559, NC_002567, NC_002560, NC_002561, NC_002562, NC_002563, NC_002564, NC_002565, NC_002566	AF291683, AF291684, AF291685, AF291686, AF291687, AF291688, AF291689, AF291690, AF291691, AF291692, AF291693	Trichoplusia ni cytoplasmic polyhedrosis virus 15 segment 1, complete sequence., Trichoplusia ni cytoplasmic polyhedrosis virus 15 segment 2, complete sequence., Trichoplusia ni cytoplasmic polyhedrosis virus 15 segment 3, complete sequence., Trichoplusia ni cytoplasmic polyhedrosis virus 15 segment 4, complete sequence., Trichoplusia ni cytoplasmic polyhedrosis virus 15 segment 5, complete sequence., Trichoplusia ni cytoplasmic polyhedrosis virus 15 segment 6, complete sequence., Trichoplusia ni cytoplasmic polyhedrosis virus 15 segment 7, complete sequence., Trichoplusia ni cytoplasmic polyhedrosis virus 15 segment 8, complete sequence., Trichoplusia ni cytoplasmic polyhedrosis virus 15 segment 9, complete sequence., Trichoplusia ni cytoplasmic polyhedrosis virus 15 segment 10, complete sequence., Trichoplusia ni cytoplasmic polyhedrosis virus 15 segment 11, complete sequence.	invertebrates
III_dsRNAviruses	Unassigned	Reoviridae	Spinareovirinae	Cypovirus	Reoviridae-Cypovirus	Cypovirus 2 (Inachis io cypovirus 2)	KC588366, KC588367, KC588368, KC588369, KC588370, KC588371, KC588372, KC588373, KC588374, KC588375	NC_023491, NC_023486, NC_023492, NC_023487, NC_023488, NC_023493, NC_023489, NC_023494, NC_023490, NC_023495	KC588366, KC588367, KC588368, KC588369, KC588370, KC588371, KC588372, KC588373, KC588374, KC588375	Inachis io cypovirus 2 segment 1, complete sequence., Inachis io cypovirus 2 segment 2, complete sequence., Inachis io cypovirus 2 segment 3, complete sequence., Inachis io cypovirus 2 segment 4, complete sequence., Inachis io cypovirus 2 segment 5, complete sequence., Inachis io cypovirus 2 segment 6, complete sequence., Inachis io cypovirus 2 segment 7, complete sequence., Inachis io cypovirus 2 segment 8, complete sequence., Inachis io cypovirus 2 segment 9, complete sequence., Inachis io cypovirus 2 segment 10, complete sequence.	invertebrates
III_dsRNAviruses	Unassigned	Reoviridae	Spinareovirinae	Cypovirus	Reoviridae-Cypovirus	Cypovirus 5 (Heliothis armigera cypovirus 5)	EF634325, EF634324, EF634323, EF634322, EF634321, EF634320, DQ077913, DQ178180, DQ178179, DQ077912	NC_010670, NC_010669, NC_010668, NC_010667, NC_010666, NC_010665, NC_010662, NC_010664, NC_010663, NC_010661	EF634325, EF634324, EF634323, EF634322, EF634321, EF634320, DQ077913, DQ178180, DQ178179, DQ077912	Heliothis armigera cypovirus 5 isolate China segment 1, complete sequence., Heliothis armigera cypovirus 5 isolate China segment 2, complete sequence., Heliothis armigera cypovirus 5 isolate China segment 3, complete sequence., Heliothis armigera cypovirus 5 isolate China segment 4, complete sequence., Heliothis armigera cypovirus 5 isolate China segment 5, complete sequence., Heliothis armigera cypovirus 5 isolate China segment 6, complete sequence., Heliothis armigera cypovirus 5 segment 7, complete sequence., Heliothis armigera cypovirus 5 segment 8, complete sequence., Heliothis armigera cypovirus 5 segment 9, complete sequence., Heliothis armigera cypovirus 5 segment 10, complete sequence.	invertebrates
III_dsRNAviruses	Unassigned	Reoviridae	Spinareovirinae	Dinovernavirus	Reoviridae-Dinovernavirus	Aedes pseudoscutellaris reovirus	DQ087276, DQ087277, DQ087278, DQ087279, DQ087280, DQ087281, DQ087282, DQ087283, DQ087284	NC_007666, NC_007667, NC_007668, NC_007669, NC_007670, NC_007671, NC_007672, NC_007673, NC_007674	DQ087276, DQ087277, DQ087278, DQ087279, DQ087280, DQ087281, DQ087282, DQ087283, DQ087284	Aedes pseudoscutellaris reovirus segment 1, complete sequence., Aedes pseudoscutellaris reovirus segment 2, complete sequence., Aedes pseudoscutellaris reovirus segment 3, complete sequence., Aedes pseudoscutellaris reovirus segment 4, complete sequence., Aedes pseudoscutellaris reovirus segment 5, complete sequence., Aedes pseudoscutellaris reovirus segment 6, complete sequence., Aedes pseudoscutellaris reovirus segment 7, complete sequence., Aedes pseudoscutellaris reovirus segment 8, complete sequence., Aedes pseudoscutellaris reovirus segment 9, complete sequence.	invertebrates
III_dsRNAviruses	Unassigned	Reoviridae	Spinareovirinae	Dinovernavirus	Reoviridae-Dinovernavirus	Fako virus	KM978415, KM978416, KM978417, KM978418, KM978419, KM978420, KM978421, KM978422, KM978423	NC_025487, NC_025486, NC_025493, NC_025488, NC_025485, NC_025492, NC_025491, NC_025489, NC_025490	KM978415, KM978416, KM978417, KM978418, KM978419, KM978420, KM978421, KM978422, KM978423	Fako virus strain CSW77 segment 1 nonstructural protein gene, complete cds., Fako virus strain CSW77 segment 2 RNA-dependent RNA polymerase gene, complete cds., Fako virus strain CSW77 segment 3 major capsid protein gene, complete cds., Fako virus strain CSW77 segment 4 nonstructural protein gene, complete cds., Fako virus strain CSW77 segment 5 turret protein gene, complete cds., Fako virus strain CSW77 segment 6 structural protein gene, complete cds., Fako virus strain CSW77 segment 7 clamp protein gene, complete cds., Fako virus strain CSW77 segment 8 nonstructural protein gene, complete cds., Fako virus strain CSW77 segment 9 nonstructural protein gene, complete cds.	invertebrates
