# Genome	Order	Family	Subfamily	Genus	Class	Virus Name	GenBank Accession Number	RefSeq Accession Number	Accession number used	Sequence description	Host
VI_VII_RTviruses	Unassigned	Hepadnaviridae		Avihepadnavirus	Hepadnaviridae	Heron hepatitis B virus	M22056	NC_001486	M22056	Heron hepatitis B virus complete genome.	vertebrates
VI_VII_RTviruses	Unassigned	Hepadnaviridae		Avihepadnavirus	Hepadnaviridae	Parrot hepatitis B virus	JN565944	NC_016561	JN565944	Parrot hepatitis B virus isolate PL, complete genome.	vertebrates
VI_VII_RTviruses	Unassigned	Hepadnaviridae		Orthohepadnavirus	Hepadnaviridae	Ground squirrel hepatitis virus	K02715	NC_001484	K02715	Ground squirrel hepatitis virus (GSHV), complete genome.	vertebrates
VI_VII_RTviruses	Unassigned	Hepadnaviridae		Orthohepadnavirus	Hepadnaviridae	Hepatitis B virus	V01460	NC_003977	V01460	Hepatitis B virus (strain ayw) genome.	vertebrates
VI_VII_RTviruses	Unassigned	Hepadnaviridae		Orthohepadnavirus	Hepadnaviridae	Horseshoe bat hepatitis B virus	KC790377	NC_024444	KC790377	Horseshoe bat hepatitis B virus isolate HBHBV/GB09-403/Rhi_alc/GAB/2009, complete genome.	vertebrates
VI_VII_RTviruses	Unassigned	Hepadnaviridae		Orthohepadnavirus	Hepadnaviridae	Long-fingered bat hepatitis B virus	JX941466	NC_020881	JX941466	Bat hepatitis virus isolate 776, complete genome.	vertebrates
VI_VII_RTviruses	Unassigned	Hepadnaviridae		Orthohepadnavirus	Hepadnaviridae	Pomona bat hepatitis B virus	KF939649		KF939649	Bat hepatitis virus isolate PEPR7, complete sequence.	vertebrates
VI_VII_RTviruses	Unassigned	Hepadnaviridae		Orthohepadnavirus	Hepadnaviridae	Roundleaf bat hepatitis B virus	KC790373	NC_024443	KC790373	Roundleaf bat hepatitis B virus isolate RBHBV/GB09-256/Hip_rub/GAB/2009, complete genome.	vertebrates
VI_VII_RTviruses	Unassigned	Hepadnaviridae		Orthohepadnavirus	Hepadnaviridae	Roundleaf bat hepatitis B virus	KC790376		KC790376	Roundleaf bat hepatitis B virus isolate RBHBV/GB09-303/Hip_rub/GAB/2009, complete genome.	vertebrates
VI_VII_RTviruses	Unassigned	Hepadnaviridae		Orthohepadnavirus	Hepadnaviridae	Tent-making bat hepatitis B virus	KC790378	NC_024445	KC790378	Tent-making bat hepatitis B virus isolate TBHBV/Pan372/Uro_bil/PAN/2010, complete genome.	vertebrates
VI_VII_RTviruses	Unassigned	Hepadnaviridae		Orthohepadnavirus	Hepadnaviridae	Tent-making bat hepatitis B virus	KC790381		KC790381	Tent-making bat hepatitis B virus isolate TBHBV/Pan957/Uro_bil/PAN/2011, complete genome.	vertebrates
VI_VII_RTviruses	Unassigned	Hepadnaviridae		Orthohepadnavirus	Hepadnaviridae	Woodchuck hepatitis virus	M18752	NC_004107	M18752	Woodchuck hepatitis virus (WHV), complete genome, clone WHV 7.	vertebrates
VI_VII_RTviruses	Unassigned	Hepadnaviridae		Orthohepadnavirus	Hepadnaviridae	Woolly monkey hepatitis B virus	AY226578	NC_028129	AY226578	Woolly monkey hepatitis B virus clone WMHBV-2, complete genome.	vertebrates
VI_VII_RTviruses	Unassigned	Hepadnaviridae		Unassigned	Hepadnaviridae	Bluegill hepadnavirus	KX058433	NC_030445	KX058433	Bluegill hepadnavirus, complete genome.	vertebrates
VI_VII_RTviruses	Unassigned	Hepadnaviridae		Unassigned	Hepadnaviridae	Ross's goose hepatitis B virus	M95589	NC_005888	M95589	Ross' goose hepatitis B virus, complete genome.	vertebrates
VI_VII_RTviruses	Unassigned	Hepadnaviridae		Unassigned	Hepadnaviridae	Sheldgoose hepatitis B virus	AY494853	NC_005890	AY494853	Sheldgoose hepatitis B virus, complete genome.	vertebrates
VI_VII_RTviruses	Unassigned	Hepadnaviridae		Unassigned	Hepadnaviridae	Snow goose hepatitis B virus	AF110996	NC_005950	AF110996	Snow goose hepatitis B virus isolate SGHBV1-13, complete genome.	vertebrates
VI_VII_RTviruses	Unassigned	Hepadnaviridae		Unassigned	Hepadnaviridae	Tibetan frog hepadnavirus	KX058435	NC_030446	KX058435	Tibetan frog hepadnavirus isolate 243398, complete genome.	vertebrates
VI_VII_RTviruses	Unassigned	Hepadnaviridae		Unassigned	Hepadnaviridae	White sucker hepatitis B virus	KR229754	NC_027922	KR229754	White sucker hepadnavirus isolate RR173, complete genome.	vertebrates
