# Genome	Order	Family	Subfamily	Genus	Class	Virus Name	GenBank Accession Number	RefSeq Accession Number	Accession number used	Sequence description	Host
II_ssDNAviruses	Unassigned	Geminiviridae		Begomovirus	Geminiviridae	Chino del tomate virus	AF101476, AF101478	NC_003830, NC_003831	AF101476, AF101478	Chino del tomate virus-[IC] component A AV1 protein, AC3 protein, AC2 protein, AC1 protein, and AC4 protein genes, complete cds., Chino del tomate virus-[IC] component B BV1 protein and BC1 protein genes, complete cds.	plants
II_ssDNAviruses	Unassigned	Geminiviridae		Begomovirus	Geminiviridae	Cleome golden mosaic virus	HQ396465	NC_015397	HQ396465	Cleome golden mosaic virus isolate BA 05 segment DNA-A, complete sequence.	plants
II_ssDNAviruses	Unassigned	Geminiviridae		Begomovirus	Geminiviridae	Cleome leaf crumple virus	JF694461, JF694462	NC_016578, NC_016572	JF694461, JF694462	Cleome leaf crumple virus isolate BgV05A.1.C75 segment DNA-A, complete sequence., Cleome leaf crumple virus isolate BgV05B.1.C52 segment DNA-B, complete sequence.	plants
II_ssDNAviruses	Unassigned	Geminiviridae		Begomovirus	Geminiviridae	Clerodendron golden mosaic virus	DQ641692, DQ641693	NC_010713, NC_010714	DQ641692, DQ641693	Clerodendrum golden mosaic virus segment DNA-A, complete sequence., Clerodendrum golden mosaic virus segment DNA-B, complete sequence.	plants
II_ssDNAviruses	Unassigned	Geminiviridae		Begomovirus	Geminiviridae	Clerodendron yellow mosaic virus	EF408037	NC_009451	EF408037	Clerodendron yellow mosaic virus isolate iari, complete genome.	plants
II_ssDNAviruses	Unassigned	Geminiviridae		Begomovirus	Geminiviridae	Clerodendrum golden mosaic China virus	FJ011668, FJ011669	NC_011346, NC_011347	FJ011668, FJ011669	Clerodendrum golden mosaic China virus isolate Fz7 segment DNA-A, complete sequence., Clerodendrum golden mosaic China virus isolate Fz7 segment DNA-B, complete sequence.	plants
II_ssDNAviruses	Unassigned	Geminiviridae		Begomovirus	Geminiviridae	Clerodendrum golden mosaic China virus	FN396962, FN396963		FN396962, FN396963	Clerodendrum golden mosaic China virus complete DNA-A genome, isolate YX1., Clerodendrum golden mosaic China virus complete DNA-B genome, isolate YX1.	plants
II_ssDNAviruses	Unassigned	Geminiviridae		Begomovirus	Geminiviridae	Clerodendrum golden mosaic Jiangsu virus	FN396966		FN396966	Clerodendrum golden mosaic Jiangsu virus complete DNA-A genome, isolate YX2.	plants
II_ssDNAviruses	Unassigned	Geminiviridae		Begomovirus	Geminiviridae	Coccinia mosaic Tamil Nadu virus	KM244719, KM244718	NC_024810, NC_024809	KM244719, KM244718	Coccinia mosaic Tamil Nadu virus isolate TN TDV Coc 1 segment DNA A, complete sequence., Coccinia mosaic Tamil Nadu virus isolate TN TDV Coc 1 segment DNA B, complete sequence.	plants
II_ssDNAviruses	Unassigned	Geminiviridae		Begomovirus	Geminiviridae	Corchorus golden mosaic virus	DQ641688, DQ641689	NC_009644, NC_009646	DQ641688, DQ641689	Corchorus golden mosaic virus segment DNA-A, complete sequence., Corchorus golden mosaic virus segment DNA-B, complete sequence.	plants
II_ssDNAviruses	Unassigned	Geminiviridae		Begomovirus	Geminiviridae	Corchorus golden mosaic virus	FJ463902, FJ463901		FJ463902, FJ463901	Corchorus golden mosaic virus [India:Bahraich:2008] segment DNA-A, complete sequence., Corchorus golden mosaic virus [India:Bahraich:2008] segment DNA-B, complete sequence.	plants
II_ssDNAviruses	Unassigned	Geminiviridae		Begomovirus	Geminiviridae	Corchorus yellow spot virus	DQ875868, DQ875869	NC_008492, NC_008493	DQ875868, DQ875869	Corchorus yellow spot virus segment DNA-A, complete sequence., Corchorus yellow spot virus segment DNA-B, complete sequence.	plants
II_ssDNAviruses	Unassigned	Geminiviridae		Begomovirus	Geminiviridae	Corchorus yellow vein mosaic virus	KC196077		KC196077	Corchorus yellow vein mosaic virus clone CEA9, complete sequence.	plants
II_ssDNAviruses	Unassigned	Geminiviridae		Begomovirus	Geminiviridae	Corchorus yellow vein mosaic virus	KC223600	NC_020473	KC223600	Corchorus yellow vein mosaic virus isolate CEA8, complete genome.	plants
II_ssDNAviruses	Unassigned	Geminiviridae		Begomovirus	Geminiviridae	Corchorus yellow vein virus	AY727903, AY727904	NC_006358, NC_006359	AY727903, AY727904	Corchorus yellow vein Vietnam virus segment DNA A, complete sequence., Corchorus yellow vein Vietnam virus segment DNA B, complete sequence.	plants
II_ssDNAviruses	Unassigned	Geminiviridae		Begomovirus	Geminiviridae	Cotton chlorotic spot virus	KF358470		KF358470	Cotton chlorotic spot virus isolate Brazil:CampinaGrandeB012:2009 segment DNA-A, complete sequence.	plants
II_ssDNAviruses	Unassigned	Geminiviridae		Begomovirus	Geminiviridae	Cotton leaf crumple virus	AF480940, AF480941	NC_004580, NC_004581	AF480940, AF480941	Cotton leaf crumple virus - [Mexico : Sonora] segment A, complete sequence., Cotton leaf crumple virus - [Mexico : Sonora] segment B, complete sequence.	plants
II_ssDNAviruses	Unassigned	Geminiviridae		Begomovirus	Geminiviridae	Cotton leaf crumple virus	AY083351		AY083351	Cotton leaf crumple virus - [TX] coat protein AV1, AC3, AC2, and replication associated protein AC1 genes, complete cds.	plants
II_ssDNAviruses	Unassigned	Geminiviridae		Begomovirus	Geminiviridae	Cotton leaf curl Alabad virus	AJ002455	NC_004582	AJ002455	Cotton leaf curl Alabad virus-[802a] Pakistan strain segment A, complete sequence.	plants
II_ssDNAviruses	Unassigned	Geminiviridae		Begomovirus	Geminiviridae	Cotton leaf curl Alabad virus	GU112004		GU112004	Cotton leaf curl Allahabad virus [India:Karnal:OY81B:2005] segment DNA-A, complete sequence.	plants
II_ssDNAviruses	Unassigned	Geminiviridae		Begomovirus	Geminiviridae	Cotton leaf curl Alabad virus	GU112081		GU112081	Cotton leaf curl Allahabad virus [India:Karnal:OY77:2005] segment DNA-A, complete sequence.	plants
II_ssDNAviruses	Unassigned	Geminiviridae		Begomovirus	Geminiviridae	Cotton leaf curl Bangalore virus	AY705380	NC_007290	AY705380	Cotton leaf curl Bangalore virus segment A, complete sequence.	plants
II_ssDNAviruses	Unassigned	Geminiviridae		Begomovirus	Geminiviridae	Cotton leaf curl Gezira virus	AF155064	NC_002510	AF155064	Cotton leaf curl Gezira virus DNA-A replicative form, complete sequence.	plants
II_ssDNAviruses	Unassigned	Geminiviridae		Begomovirus	Geminiviridae	Cotton leaf curl Gezira virus	EU432373		EU432373	Cotton leaf curl Gezira virus-[okra:Niger] isolate AFNG1 segment A, complete sequence.	plants
II_ssDNAviruses	Unassigned	Geminiviridae		Begomovirus	Geminiviridae	Cotton leaf curl Gezira virus	FJ868828		FJ868828	Cotton leaf curl Gezira virus segment DNA-A, complete sequence.	plants
II_ssDNAviruses	Unassigned	Geminiviridae		Begomovirus	Geminiviridae	Cotton leaf curl Gezira virus	FM210276		FM210276	Cotton leaf curl Gezira virus-[Cameroon] complete sequence, isolate M51R2.	plants
II_ssDNAviruses	Unassigned	Geminiviridae		Begomovirus	Geminiviridae	Cotton leaf curl Gezira virus	FN554540		FN554540	Cotton leaf curl Gezira virus-[okra:BFA] segment DNA-A, isolate BF:Bazega:Okra.	plants
II_ssDNAviruses	Unassigned	Geminiviridae		Begomovirus	Geminiviridae	Cotton leaf curl Kokhran virus	AJ002449	NC_004583	AJ002449	Cotton leaf curl Kokhran virus-[806b] Pakistan strain segment A, complete sequence.	plants
II_ssDNAviruses	Unassigned	Geminiviridae		Begomovirus	Geminiviridae	Cotton leaf curl Kokhran virus	AM421522	NC_012137	AM421522	Cotton leaf curl Burewala virus - [India:Vehari:2006] complete genome, clone LA2.	plants
II_ssDNAviruses	Unassigned	Geminiviridae		Begomovirus	Geminiviridae	Cotton leaf curl Kokhran virus	FN552001	NC_029648	FN552001	Cotton leaf curl Shadadpur virus, complete genome, isolate Sha.	plants
II_ssDNAviruses	Unassigned	Geminiviridae		Begomovirus	Geminiviridae	Cotton leaf curl Kokhran virus	HF549182		HF549182	Cotton leaf curl Burewala virus complete genome, isolate C-49.	plants
II_ssDNAviruses	Unassigned	Geminiviridae		Begomovirus	Geminiviridae	Cotton leaf curl Multan virus	AF363011	NC_003199	AF363011	Cotton leaf curl Rajasthan virus segment A, complete sequence.	plants
II_ssDNAviruses	Unassigned	Geminiviridae		Begomovirus	Geminiviridae	Cotton leaf curl Multan virus	AJ002447	NC_004607	AJ002447	Cotton leaf curl Multan virus-[62] segment A, complete sequence, strain Pakistan.	plants
II_ssDNAviruses	Unassigned	Geminiviridae		Begomovirus	Geminiviridae	Cotton leaf curl Multan virus	AJ132430		AJ132430	Cotton leaf curl Multan virus-[Faisalabad3] complete genome.	plants
II_ssDNAviruses	Unassigned	Geminiviridae		Begomovirus	Geminiviridae	Cotton leaf curl Multan virus	EU365616		EU365616	Cotton leaf curl Multan virus segment DNA-A, complete sequence.	plants
II_ssDNAviruses	Unassigned	Geminiviridae		Begomovirus	Geminiviridae	Cotton leaf curl Multan virus	JN807763		JN807763	Cotton leaf curl Multan virus-[Hibiscus rosa-sinensis] isolate 2(Red flower) segment DNA-A, complete sequence.	plants
II_ssDNAviruses	Unassigned	Geminiviridae		Begomovirus	Geminiviridae	Cotton leaf curl virus	KX831888	NC_031760	KX831888	Cotton leaf curl virus isolate Faz-14, complete genome.	plants
II_ssDNAviruses	Unassigned	Geminiviridae		Begomovirus	Geminiviridae	Cotton yellow mosaic virus	KT454834, KT454835	NC_030310, NC_030311	KT454834, KT454835	Cotton yellow mosaic virus isolate Benin-Gossypium raimondii-55-14 segment DNA-A, complete sequence., Cotton yellow mosaic virus isolate Benin-Gossypium raimondii-55-14 segment DNA-B, complete sequence.	plants
II_ssDNAviruses	Unassigned	Geminiviridae		Begomovirus	Geminiviridae	Cowpea golden mosaic virus	AF029217		AF029217	Cowpea golden mosaic virus-[Nigeria] DNA-A, complete sequence.	plants
II_ssDNAviruses	Unassigned	Geminiviridae		Begomovirus	Geminiviridae	Crassocephalum yellow vein virus	EF165536	NC_008794	EF165536	Crassocephalum yellow vein virus - Jinghong, complete genome.	plants
II_ssDNAviruses	Unassigned	Geminiviridae		Begomovirus	Geminiviridae	Croton yellow vein mosaic virus	AJ507777	NC_004300	AJ507777	Croton yellow vein mosaic virus, complete sequence.	plants
II_ssDNAviruses	Unassigned	Geminiviridae		Begomovirus	Geminiviridae	Croton yellow vein mosaic virus	FJ593629		FJ593629	Croton yellow vein mosaic virus isolate Pataudi segment DNA-A, complete sequence.	plants
II_ssDNAviruses	Unassigned	Geminiviridae		Begomovirus	Geminiviridae	Croton yellow vein mosaic virus	FN678906		FN678906	Croton yellow vein mosaic virus, complete sequence, clone HYDNA A.	plants
II_ssDNAviruses	Unassigned	Geminiviridae		Begomovirus	Geminiviridae	Croton yellow vein mosaic virus	JN817517		JN817517	Croton yellow vein mosaic virus isolate CYVMV-WB-Cr from India, complete genome.	plants
II_ssDNAviruses	Unassigned	Geminiviridae		Begomovirus	Geminiviridae	Croton yellow vein mosaic virus	JQ407224		JQ407224	UNVERIFIED: Croton yellow vein mosaic virus, complete genome.	plants
II_ssDNAviruses	Unassigned	Geminiviridae		Begomovirus	Geminiviridae	Croton yellow vein mosaic virus	KF307208		KF307208	Croton yellow vein mosaic virus strain Pap:ND:13, complete genome.	plants
II_ssDNAviruses	Unassigned	Geminiviridae		Begomovirus	Geminiviridae	Croton yellow vein virus	FN543112	NC_014473	FN543112	Croton yellow vein virus, complete genome, clone 1.	plants
II_ssDNAviruses	Unassigned	Geminiviridae		Begomovirus	Geminiviridae	Cucurbit leaf crumple virus	AF224760, AF224761	NC_002984, NC_002985	AF224760, AF224761	Cucurbit leaf curl virus segment A, complete sequence., Cucurbit leaf curl virus segment B, complete sequence.	plants
II_ssDNAviruses	Unassigned	Geminiviridae		Begomovirus	Geminiviridae	Cyamopsis tetragonoloba leaf curl virus	GU385879		GU385879	Cyamopsis tetragonoloba leaf curl virus segment DNA-A, complete sequence.	plants
II_ssDNAviruses	Unassigned	Geminiviridae		Begomovirus	Geminiviridae	Dalechampia chlorotic mosaic virus	JN848775, JN848776	NC_018716, NC_018718	JN848775, JN848776	Dalechampia chlorotic mosaic virus isolate Venezuela:Albarico 1020:2007 segment DNA-A, complete sequence., Dalechampia chlorotic mosaic virus isolate Venezuela:Albarico 1020:2007 segment DNA-B, complete sequence.	plants
II_ssDNAviruses	Unassigned	Geminiviridae		Begomovirus	Geminiviridae	Datura leaf distortion virus	JN848773, JN848774	NC_018717, NC_018715	JN848773, JN848774	Datura leaf distortion virus isolate Venezuela:Rubio 933:2007 segment DNA-A, complete sequence., Datura leaf distortion virus isolate Venezuela:Rubio 933:2007 segment DNA-B, complete sequence.	plants
II_ssDNAviruses	Unassigned	Geminiviridae		Begomovirus	Geminiviridae	Deinbollia mosaic virus	KT878829, KT878828	NC_029804, NC_029803	KT878829, KT878828	Deinbollia mosaic virus isolate DB_T1A segment DNA-A, complete sequence., Deinbollia mosaic virus isolate DB_T1B segment DNA-B, complete sequence.	plants
II_ssDNAviruses	Unassigned	Geminiviridae		Begomovirus	Geminiviridae	Desmodium leaf distortion virus	DQ875870, DQ875871	NC_008494, NC_008495	DQ875870, DQ875871	Desmodium leaf distortion virus segment DNA-A, complete sequence., Desmodium leaf distortion virus segment DNA-B, complete sequence.	plants
II_ssDNAviruses	Unassigned	Geminiviridae		Begomovirus	Geminiviridae	Dicliptera yellow mottle Cuba virus	AJ549960		AJ549960	Dicliptera yellow mottle virus segment A, complete sequence.	plants
II_ssDNAviruses	Unassigned	Geminiviridae		Begomovirus	Geminiviridae	Dicliptera yellow mottle virus	AF139168, AF170101	NC_003856, NC_003857	AF139168, AF170101	Dicliptera yellow mottle virus DNA A coat protein AV1 (AV1), AC3 (AC3), AC2 (AC2), and replication initiation protein AC1 (AC1) genes, complete cds., Dicliptera yellow mottle virus BV1 (BR1) and BC1 (BL1) genes, complete cds.	plants
II_ssDNAviruses	Unassigned	Geminiviridae		Begomovirus	Geminiviridae	Dolichos yellow mosaic virus	KJ481204, KJ481205	NC_005338, NC_024779	KJ481204, KJ481205	Dolichos yellow mosaic virus isolate DA segment DNA A, complete sequence., Dolichos yellow mosaic virus isolate DA segment DNA B, complete sequence.	plants
II_ssDNAviruses	Unassigned	Geminiviridae		Begomovirus	Geminiviridae	East African cassava mosaic Cameroon virus	AF112354, AF112355	NC_004625, NC_004630	AF112354, AF112355	East African cassava mosaic Cameroon virus component A, complete sequence., East African cassava mosaic Cameroon virus component B, complete sequence.	plants
II_ssDNAviruses	Unassigned	Geminiviridae		Begomovirus	Geminiviridae	East African cassava mosaic Kenya virus	AJ717572, AJ704971	NC_011583, NC_011584	AJ717572, AJ704971	East African cassava mosaic Kenya virus segment DNA A, complete sequence, isolate EACMKV-[K298]., East African cassava mosaic Kenya virus segment DNA B, complete sequence, isolate EACMKV-[K298].	plants
II_ssDNAviruses	Unassigned	Geminiviridae		Begomovirus	Geminiviridae	East African cassava mosaic Malawi virus	JX658694, JX658684	NC_022645, NC_022644	JX658694, JX658684	East African cassava mosaic Malawi virus clone EACMMV[MA:07:S4] AV2 (AV2), CP (AV1), REn (AC3), TrAP (AC2), and Rep genes, complete cds., East African cassava mosaic Malawi virus clone EACMMV[MA:S8:07]B segment DNA-B, complete sequence.	plants
II_ssDNAviruses	Unassigned	Geminiviridae		Begomovirus	Geminiviridae	East African cassava mosaic virus	AF126806, AF126807	NC_004674, NC_004676	AF126806, AF126807	East African cassava mosaic virus-Uganda2 Severe DNA-A strain EACMV/Ug2//Svr AV2 (AV2) and AV1 (AV1) genes, complete cds., East African cassava mosaic virus-Uganda3 Severe DNA-B strain EACMV/Ug3//Svr BV1 (BV1) and BC1 (BC1) genes, complete cds.	plants
II_ssDNAviruses	Unassigned	Geminiviridae		Begomovirus	Geminiviridae	East African cassava mosaic virus	AJ717542, AJ704949		AJ717542, AJ704949	East African cassava mosaic virus-KE2 segment DNA A, complete sequence, isolate EACMV-KE2[K48]., East African cassava mosaic virus-KE2 segment DNA B, complete sequence, isolate EACMV-KE2[K48].	plants
II_ssDNAviruses	Unassigned	Geminiviridae		Begomovirus	Geminiviridae	East African cassava mosaic virus	AY795983, AY795989		AY795983, AY795989	East African cassava mosaic Cameroon virus isolate TZ1 segment A, complete sequence., East African cassava mosaic Cameroon virus isolate TZ1 segment B, complete sequence.	plants
II_ssDNAviruses	Unassigned	Geminiviridae		Begomovirus	Geminiviridae	East African cassava mosaic virus	JX473582		JX473582	East African cassava mosaic Cameroon virus strain Malawi/2007/8N, complete sequence.	plants
II_ssDNAviruses	Unassigned	Geminiviridae		Begomovirus	Geminiviridae	East African cassava mosaic Zanzibar virus	AF422174, AF422175	NC_004655, NC_004656	AF422174, AF422175	East African cassava mosaic Zanzibar virus segment DNA-A, complete sequence., East African cassava mosaic Zanzibar virus movement protein (BV1) and movement protein (BC1) genes, complete cds.	plants
II_ssDNAviruses	Unassigned	Geminiviridae		Begomovirus	Geminiviridae	Eclipta yellow vein virus	GQ478343	NC_016660	GQ478343	Eclipta yellow vein virus clone EcYVV-[PK,Fai,06], complete genome.	plants
II_ssDNAviruses	Unassigned	Geminiviridae		Begomovirus	Geminiviridae	Emilia yellow vein virus	EU377539	NC_010307	EU377539	Emilia yellow vein virus-[Fz1], complete genome.	plants
II_ssDNAviruses	Unassigned	Geminiviridae		Begomovirus	Geminiviridae	Erectites yellow mosaic virus	DQ641698	NC_009549	DQ641698	Erectites yellow mosaic virus segment DNA-A, complete sequence.	plants
II_ssDNAviruses	Unassigned	Geminiviridae		Begomovirus	Geminiviridae	Eupatorium yellow vein mosaic virus	AB007990	NC_003556	AB007990	Eupatorium-infecting geminivirus genomic DNA, complete cds.	plants
II_ssDNAviruses	Unassigned	Geminiviridae		Begomovirus	Geminiviridae	Eupatorium yellow vein virus	AB079766		AB079766	Eupatorium yellow vein virus - [Yamaguchi] DNA, complete genome.	plants
II_ssDNAviruses	Unassigned	Geminiviridae		Begomovirus	Geminiviridae	Eupatorium yellow vein virus	AB300463		AB300463	Eupatorium yellow vein virus-[Suya] DNA, complete genome, isolate: Suya-2003.	plants
II_ssDNAviruses	Unassigned	Geminiviridae		Begomovirus	Geminiviridae	Eupatorium yellow vein virus	AB433979		AB433979	Eupatorium yellow vein virus-[Japan: Kagawa: Tomato: 1997] DNA, complete genome.	plants
II_ssDNAviruses	Unassigned	Geminiviridae		Begomovirus	Geminiviridae	Eupatorium yellow vein virus	AJ438936		AJ438936	Eupatorium yellow vein virus-[MNS2] complete genome, isolate Fukuoka-MNS2.	plants
II_ssDNAviruses	Unassigned	Geminiviridae		Begomovirus	Geminiviridae	Eupatorium yellow vein virus	AJ438937		AJ438937	Eupatorium yellow vein virus-[SOJ3] complete genome, isolate Fukuoka-SOJ3.	plants
II_ssDNAviruses	Unassigned	Geminiviridae		Begomovirus	Geminiviridae	Euphorbia leaf curl Guangxi virus	AM411424		AM411424	Euphorbia leaf curl Guangxi virus complete genome, isolate G35-1.	plants
II_ssDNAviruses	Unassigned	Geminiviridae		Begomovirus	Geminiviridae	Euphorbia leaf curl virus	AJ558121	NC_005319	AJ558121	Euphorbia leaf curl virus - [G35] DNA A, complete sequence, isolate G35.	plants
II_ssDNAviruses	Unassigned	Geminiviridae		Begomovirus	Geminiviridae	Euphorbia mosaic virus	DQ318937, DQ318938	NC_008304, NC_008305	DQ318937, DQ318938	Euphorbia mosaic virus - A [Mexico:Yucatan:2004] clone pEuMV-YP-A segment DNA-A, complete sequence., Euphorbia mosaic virus-Yucatan Peninsula clone pEuMV-YP277B segment DNA-B, complete sequence.	plants
II_ssDNAviruses	Unassigned	Geminiviridae		Begomovirus	Geminiviridae	Euphorbia yellow mosaic virus	FJ619507, FJ619508	NC_012553, NC_012554	FJ619507, FJ619508	Euphorbia yellow mosaic virus segment DNA-A, complete sequence., Euphorbia yellow mosaic virus segment DNA-B, complete sequence.	plants
II_ssDNAviruses	Unassigned	Geminiviridae		Begomovirus	Geminiviridae	Euphorbia yellow mosaic virus	JF756671, JF756677		JF756671, JF756677	Euphorbia yellow mosaic virus - Goias [Brazil:GO:Itaberai:5082A:2007] segment DNA-A, complete sequence., Euphorbia yellow mosaic virus - Goias [Brazil:GO:Itaberai 5082B:2007] segment DNA-B, complete sequence.	plants
II_ssDNAviruses	Unassigned	Geminiviridae		Begomovirus	Geminiviridae	French bean leaf curl virus	JQ866297	NC_018090	JQ866297	French bean leaf curl virus-Kanpur isolate FbLCV-Kanpur segment DNA-A, complete sequence.	plants
II_ssDNAviruses	Unassigned	Geminiviridae		Begomovirus	Geminiviridae	Gossypium darwinii symptomless virus	EU365613	NC_011804	EU365613	Gossypium darwinii symptomless virus isolate Dar1 segment DNA-A, complete sequence.	plants
II_ssDNAviruses	Unassigned	Geminiviridae		Begomovirus	Geminiviridae	Gossypium punctatum mild leaf curl virus	EU384575		EU384575	Gossypium punctatum mild leaf curl virus isolate Punc-15A segment DNA-A, complete sequence.	plants
II_ssDNAviruses	Unassigned	Geminiviridae		Begomovirus	Geminiviridae	Gossypium punctatum mild leaf curl virus	FJ210467		FJ210467	Gossypium punctatum mild leaf curl virus isolate GPMLCuV[PAK;Mul;Loba1;08] segment DNA-A, complete sequence.	plants
II_ssDNAviruses	Unassigned	Geminiviridae		Begomovirus	Geminiviridae	Gossypium punctatum mild leaf curl virus	EU365617, EU384576	NC_011805, NC_012120	EU365617, EU384576	Gossypium punctatum mild leaf curl virus segment DNA-A, complete sequence., Gossypium punctatum mild leaf curl virus isolate Dar-6B segment DNA-B, complete sequence.	plants
II_ssDNAviruses	Unassigned	Geminiviridae		Begomovirus	Geminiviridae	Hedyotis uncinella yellow mosaic virus	KF429251		KF429251	Hedyotis uncinella yellow mosaic virus isolate VN1 segment DNA-A, complete sequence.	plants
II_ssDNAviruses	Unassigned	Geminiviridae		Begomovirus	Geminiviridae	Hemidesmus yellow mosaic virus	KC898543	NC_022073	KC898543	Hemidesmus yellow mosaic virus clone H1 segment DNA-A, complete sequence.	plants
II_ssDNAviruses	Unassigned	Geminiviridae		Begomovirus	Geminiviridae	Hollyhock leaf crumple virus	AY036009	NC_004071	AY036009	Hollyhock leaf crumple virus-[Cairo] isolate HLCrV hollyhock segment A, complete genome.	plants
II_ssDNAviruses	Unassigned	Geminiviridae		Begomovirus	Geminiviridae	Hollyhock leaf crumple virus - [Cairo2]	AJ542539		AJ542539	Hollyhock leaf crumple virus - [Cairo2] complete genome, clone H90-7.	plants
II_ssDNAviruses	Unassigned	Geminiviridae		Begomovirus	Geminiviridae	Hollyhock leaf crumple virus-[Giza]	AF014881		AF014881	Hollyhock leaf crumple virus-[Giza], complete genome.	plants
II_ssDNAviruses	Unassigned	Geminiviridae		Begomovirus	Geminiviridae	Hollyhock leaf curl virus	FR772082		FR772082	Hollyhock leaf curl virus, complete genome, isolate [Pakistan:20-4:06] Faisalabad3.	plants
II_ssDNAviruses	Unassigned	Geminiviridae		Begomovirus	Geminiviridae	Hollyhock yellow vein mosaic Islamabad virus	LK028571	NC_027129	LK028571	Hollyhock yellow vein mosaic Islamabad virus complete genome, isolate 3AK.	plants
II_ssDNAviruses	Unassigned	Geminiviridae		Begomovirus	Geminiviridae	Hollyhock yellow vein mosaic virus	FR772081	NC_016649	FR772081	Hollyhock yellow vein mosaic virus, complete genome, isolate [Pakistan:17-5:06] Lahore10.	plants
II_ssDNAviruses	Unassigned	Geminiviridae		Begomovirus	Geminiviridae	Honeysuckle yellow vein Kagoshima virus	AB178949	NC_008793	AB178949	Honeysuckle yellow vein Kagoshima virus DNA, complete genome, isolate: KG5TOB.	plants
II_ssDNAviruses	Unassigned	Geminiviridae		Begomovirus	Geminiviridae	Honeysuckle yellow vein mosaic virus	AB020781	NC_003609	AB020781	Honeysuckle yellow vein mosaic virus genes for V2 protein, coat protein, C3 protein, C2 protein, replication-associated protein, C4 protein, complete cds.	plants
II_ssDNAviruses	Unassigned	Geminiviridae		Begomovirus	Geminiviridae	Honeysuckle yellow vein virus	AB079765		AB079765	Honeysuckle yellow vein mosaic virus-[Yamaguchi] DNA, complete genome.	plants
II_ssDNAviruses	Unassigned	Geminiviridae		Begomovirus	Geminiviridae	Honeysuckle yellow vein virus	AB178945		AB178945	Honeysuckle yellow vein mosaic virus DNA, complete genome, isolate:FK1.	plants
II_ssDNAviruses	Unassigned	Geminiviridae		Begomovirus	Geminiviridae	Honeysuckle yellow vein virus	AB178946		AB178946	Honeysuckle yellow vein mosaic virus DNA, complete genome, isolate:HY12.	plants
II_ssDNAviruses	Unassigned	Geminiviridae		Begomovirus	Geminiviridae	Honeysuckle yellow vein virus	AB182261		AB182261	Honeysuckle yellow vein mosaic virus DNA, complete genome, isolate: SP1.	plants
II_ssDNAviruses	Unassigned	Geminiviridae		Begomovirus	Geminiviridae	Honeysuckle yellow vein virus	AB236325		AB236325	Honeysuckle yellow vein virus-[Japan:Masuda:2003] DNA, complete genome.	plants
II_ssDNAviruses	Unassigned	Geminiviridae		Begomovirus	Geminiviridae	Honeysuckle yellow vein virus	AB287440		AB287440	Honeysuckle yellow vein mosaic virus-[Nara1] DNA, complete genome.	plants
II_ssDNAviruses	Unassigned	Geminiviridae		Begomovirus	Geminiviridae	Honeysuckle yellow vein virus	AB287441		AB287441	Honeysuckle yellow vein mosaic virus-[Nara2] DNA, complete genome.	plants
II_ssDNAviruses	Unassigned	Geminiviridae		Begomovirus	Geminiviridae	Honeysuckle yellow vein virus	AJ542540	NC_005807	AJ542540	Honeysuckle yellow vein virus-[UK1] complete genome, clone MAFF10-7.	plants
II_ssDNAviruses	Unassigned	Geminiviridae		Begomovirus	Geminiviridae	Honeysuckle yellow vein virus	JX416174		JX416174	Honeysuckle yellow vein virus-[Australia:Ayr:1983] isolate BRIP57501 segment DNA-A, complete sequence.	plants
II_ssDNAviruses	Unassigned	Geminiviridae		Begomovirus	Geminiviridae	Horsegram yellow mosaic virus	AJ627904, AJ627905	NC_005635, NC_005636	AJ627904, AJ627905	Horsegram yellow mosaic virus ac4 gene, av1 gene, ac1 gene, ac2 gene, ac3 gene and av2 gene., Horsegram yellow mosaic virus bv1 gene and bc1 gene.	plants
II_ssDNAviruses	Unassigned	Geminiviridae		Begomovirus	Geminiviridae	Indian cassava mosaic virus	AJ575819		AJ575819	Indian cassava mosaic virus-[Ker2] DNA A, isolate Adivaram 2.	plants
II_ssDNAviruses	Unassigned	Geminiviridae		Begomovirus	Geminiviridae	Indian cassava mosaic virus	Z24758, Z24759	NC_001932, NC_001933	Z24758, Z24759	Indian cassava mosaic virus encoding AR0 complete CDS., Indian cassava mosaic virus BR1 and BL1 genes, complete CDS's.	plants
II_ssDNAviruses	Unassigned	Geminiviridae		Begomovirus	Geminiviridae	Ipomoea yellow vein virus	EU839576	NC_013022	EU839576	Ipomoea yellow vein virus isolate ES:Mal:IG1:06, complete genome.	plants
II_ssDNAviruses	Unassigned	Geminiviridae		Begomovirus	Geminiviridae	Jacquemontia mosaic Yucatan virus	JQ821386, JQ821387		JQ821386, JQ821387	Jacquemontia mosaic Yucatan virus segment DNA-A, complete sequence., Jacquemontia mosaic Yucatan virus segment DNA-B, complete sequence.	plants
II_ssDNAviruses	Unassigned	Geminiviridae		Begomovirus	Geminiviridae	Jatropha curcas mosaic virus-[Dha]	GQ924760, GQ924761		GQ924760, GQ924761	Jatropha curcas mosaic virus-[Dha] isolate Dharwad segment DNA-A, complete sequence., Jatropha curcas mosaic virus-[Dha] isolate Dharwad segment DNA-B, complete sequence.	plants
II_ssDNAviruses	Unassigned	Geminiviridae		Begomovirus	Geminiviridae	Jatropha curcas mosaic virus-[Jalgaon]	JF496657		JF496657	Jatropha curcas mosaic virus-[Jalgaon] segment DNA-A, complete sequence.	plants
